applicable,male,female,nonBinary,desc,group,name,time
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/4280"" class=""linkified"">https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/4280</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming User Experience Design Immersive Course? Whether you’re looking to cross-over into a role that requires you to know user experience design, level up in your existing role, or you’re curious about user experience design, join us and figure out if this immersive course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,User Experience Design Immersive Info Session,1459900800000
,,,,"<p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Web Development Immersive Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know web programming, level up in your existing role, or you’re curious about programming, join us and figure out if this immersive course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Web Development Immersive Info Session,1459900800000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/using-typography-to-improve-design-and-user-experience/austin/23453"" class=""linkified"">https://generalassemb.ly/education/using-typography-to-improve-design-and-user-experience/austin/23453</a></p> <p>About This Class</p> <p>95% of the information on the web is written language. Type is likely to be your users first point of contact with your brand, interface or marketing message. In the race for people's attention the details matter and the details start with type.</p> <p>Studies have demonstrated that when type is set well, it improves the mood, comprehension, and cognitive skills of the reader. As a result, increasing numbers of executives and entrepreneurs are realizing that typography matters to their brand, their customers, and their success.<br/>Students will receive a hands-on introduction to what typography is, why it matters, and several key features of good typography. Through a blend of lecture slides and practical exercises, students will learn to see typography with a critical eye and leave having learnt to make better choices about their own work, whether in branding decisions, user experience, or just crafting a new résumé.<br/>Prereqs &amp; Preparation</p> <p>No prior knowledge of design theory is assumed.</p>",General Assembly Austin,Using Typography to Improve Design and User Experience,1459987200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/product-management/austin/learn-more/4279"" class=""linkified"">https://generalassemb.ly/education/product-management/austin/learn-more/4279</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Product Management Course? Whether you’re looking to cross-over into a product focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Product Management Info Session,1460073600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/front-end-web-development/austin/learn-more/4281""><a href=""https://generalassemb.ly/education/front-end-web-development/austin/learn-more/4281"" class=""linkified"">https://generalassemb.ly/education/front-end-web-development/austin/learn-more/4281</a></a></p> <p>


About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Front-End Web Development Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know HTML, CSS, and JavaScript, or you’re looking to level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:</p> <p>• Meet the GA team and potential classmates</p> <p><br/>• Get an overview of the curriculum and course objectives</p> <p>• Discover the perks of being a student at GA</p> <p><br/><a href=""https://generalassemb.ly/education/front-end-web-development"">Learn more about Front-End Web Development ➝</a></p>",General Assembly Austin,Front-End Web Development Info Session,1460073600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/digital-marketing/austin/learn-more/4282"" class=""linkified"">https://generalassemb.ly/education/digital-marketing/austin/learn-more/4282</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Digital Marketing Course? Whether you’re looking to cross-over into a digital marketing focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Digital Marketing Info Session,1460073600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/product-management/austin/learn-more/4279""><a href=""https://generalassemb.ly/education/product-management/austin/learn-more/4279"" class=""linkified"">https://generalassemb.ly/education/product-management/austin/learn-more/4279</a></a></p> <p>


About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Product Management Course? Whether you’re looking to cross-over into a product focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:</p> <p>• Meet the GA team and potential classmates</p> <p>• Get an overview of the curriculum and course objectives</p> <p><br/>• Discover the perks of being a student at GA</p> <p><br/><a href=""https://generalassemb.ly/education/product-management"">Learn more about Product Management ➝</a></p>",General Assembly Austin,Product Management Info Session,1460073600000
,,,,"<p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Front-End Web Development Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know HTML, CSS, and JavaScript, or you’re looking to level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Front-End Web Development Info Session,1460073600000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/intro-to-python-bootcamp/austin/23538"" class=""linkified"">https://generalassemb.ly/education/intro-to-python-bootcamp/austin/23538</a></p> <p>About This Workshop</p> <p>Python is a versatile and widely-used programming language with many applications. This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis. Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended refresher for students planning to enroll in General Assembly's upcoming Data Science course. The course is hands-on and exercise based, so students will get plenty of practice.</p> <p>Takeaways</p> <p>Ability to write and run Python scripts<br/>Ability to use Python for basic data analysis tasks (data cleaning and reformatting, exploration, analysis)<br/>Understanding of Python’s role as a tool in the backend and analysis toolkits<br/>Understanding of the possibilities opened up through a better understanding of Python</p> <p>Prereqs &amp; Preparation</p> <p>General technical savvy, and comfort with computers<br/>Some prior experience with use of computers for analysis or repetitive tasks – such as Excel<br/>Installation of Anaconda for Python 2.7, which is a free distribution of python that includes libraries of open source python tools (<a href=""http://continuum.io/downloads"" class=""linkified"">http://continuum.io/downloads</a>).</p>",General Assembly Austin,Intro to Python Bootcamp,1460214000000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/design-thinking-crash-course/austin/23758"" class=""linkified"">https://generalassemb.ly/education/design-thinking-crash-course/austin/23758</a></p> <p>About This Workshop</p> <p>Using design thinking methods developed by David Kelly at the Stanford d.School, learn how to make faster, better design decisions by putting the customer first. Design Thinking is based on a series of Steps: Empathy, Definition, Ideation, Prototyping and Testing. And a set of Mindsets: Human Centered, Bias Towards Action, Show Don't Tell, Radical Collaboration, Culture of Prototyping and Mindful of Process. We will touch on each of these during the Crash Course.</p> <p>Takeaways</p> <p>Learn the five steps of the design thinking process: empathy, ideation, prototyping, testing and iteration to practice design thinking on your own projects<br/>Gain resources to dive deeper in design thinking</p> <p>Prereqs &amp; Preparation</p> <p>Be prepared with Curiosity, Honesty and Self-awareness or a desire for more</p>",General Assembly Austin,Design Thinking Crash Course,1460417400000
,,,,"<p>Please note this is a free event. Please follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/how-to-engineer-your-tech-career/austin/21958"" class=""linkified"">https://generalassemb.ly/education/how-to-engineer-your-tech-career/austin/21958</a></p> <p>About This Event</p> <p>Software Development skills alone won’t advance you up the career ladder. So how do you take a tech education or expertise and turn that into a tech career? We’ll hear from three successful individuals on these different paths doing just that. They’ll share their personal stories along with proven strategies to finding mentors, building a resume, networking with others in the industry, and becoming a better technologist.</p> <p>Takeaways</p> <p>Move past the junior level by establishing a solid reputation, connections and skills within the tech community.</p>",General Assembly Austin,How to Engineer Your Tech Career,1460417400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot <a href=""https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/4495"" class=""linkified"">https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/4495</a></p> <p>About This Coffee Chat</p> <p>Start your day off with a conversation about your future as a user experience designer. Come stop by GA to see our space, get a feel for our community, and learn more about how GA can set you down the path to becoming a user experience designer.</p>",General Assembly Austin,Coffee & Design,1460471400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/learnvest-presents-the-money-talks-tour/austin/23535"" class=""linkified"">https://generalassemb.ly/education/learnvest-presents-the-money-talks-tour/austin/23535</a></p> <p>About This Event</p> <p>Just in time for Financial Literacy Month, join LearnVest for an evening of money straight talk. You’ll meet financial planner Britt Barney, who heads up LearnVest’s New York planning team. She’ll walk you through the LearnVest Program and show you how to reach your financial goals. You’ll get to join like-minded people committed to building better money habits, and network away. Plus, enjoy light bites and drinks. This event is part of a 10-city series: The Money Talks Tour. To see the full event series lineup, go to: <a href=""https://generalassemb.ly/education/learnvest-presents-the-money-talks-tour"" class=""linkified"">https://generalassemb.ly/education/learnvest-presents-the-money-talks-tour</a></p> <p>Takeaways</p> <p>When the night wraps, we want you to understand our perspective on: ● How to prioritize your financial goals (like student loans vs. buying a home) ● How to create a budget that helps you achieve those goals ● How to identify your blind spots to help keep you protected along the way</p>",General Assembly Austin,"LearnVest Presents: The ""Money Talks"" Tour",1460503800000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/data-science/austin/learn-more/4285"" class=""linkified"">https://generalassemb.ly/education/data-science/austin/learn-more/4285</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Data Science Course? Of course you are. Whether you’re looking to cross-over into a data focused role or to level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Data Science Info Session,1460505600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/javascript-development/austin/learn-more/4266"" class=""linkified"">https://generalassemb.ly/education/javascript-development/austin/learn-more/4266</a></p> <p>About This Info Session</p> <p>JavaScript has enjoyed tremendous growth over the past few years, both in its utility as a technology and value as a skill in the job market. JavaScript has long been the only programming language that can be run natively in a web browser; it is now also being used to program everything from servers to mobile devices. In General Assembly's JavaScript Development course, you'll learn the fundamentals of JavaScript, how to work with APIs and how to build your first interactive web application. This info session will provide you with more information about the course and give you an opportunity to meet the instructor as well as other folks who are interested in the course.</p> <p>During the upcoming information session, you will:<br/>Meet the team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,JavaScript Development Info Session,1460505600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ux-designer-showcase-4f7ecf4f-e31c-43a7-a52f-1d38e862da81/austin/22632"" class=""linkified"">https://generalassemb.ly/education/ux-designer-showcase-4f7ecf4f-e31c-43a7-a52f-1d38e862da81/austin/22632</a></p> <p>About This Event</p> <p>General Assembly invites companies to meet the graduates of our User Experience Design Immersive. Our talented graduates have spent the last ten weeks – all day, every day immersed in this program and are eager to chat about junior UX Designer opportunities.</p> <p>Light snacks and adult refreshments will be served.</p> <p>Spaces are limited, so be sure to reserve your spot. And as always, GA helps find talent at no cost to you.</p>",General Assembly Austin,UX Designer Showcase,1460581200000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/digital-marketing-bootcamp--2/austin/22415"" class=""linkified"">https://generalassemb.ly/education/digital-marketing-bootcamp--2/austin/22415</a></p> <p>About This Workshop</p> <p>The digital landscape is moving at lightning speed. Every industry has been affected by the advances in digital—from retail to brands and agencies. Has your manager recently assigned a digital marketing role to you? Are you a project or account manager at a creative agency? Do you work for a small company or a start-up, and handle all things digital on your own? Then this bootcamp may be just what you need! Specifically created for students and professionals interested in gaining a deeper understanding of everything digital marketing can encompass.</p> <p>This activity-driven class will equip you with tips and strategies on how to devise your brand and marketing strategy, what digital channels are available to you and how to use them, and how to track and analyze all of your marketing efforts with data-driven decisions.</p> <p>Takeaways</p> <p>Learn how to create a basic brand/marketing strategy<br/>List and execute at least 5 key best practices on content marketing<br/>Identify and describe at least 3 marketing techniques for each channel<br/>Walk away with examples of KPIs and metrics to track</p> <p>Prereqs &amp; Preparation</p> <p>Laptop or at the very least a notepad and pen<br/>Project/company that you want to focus on during the exercises portion</p>",General Assembly Austin,Digital Marketing Bootcamp,1460818800000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/introduction-to-product-management/austin/22423"" class=""linkified"">https://generalassemb.ly/education/introduction-to-product-management/austin/22423</a></p> <p>About This Class</p> <p>Product Management: the process of working with designers and developers to successfully build and launch digital products. In this class, we introduce you to the key product management concepts. Learn how to analyze the market, flesh out your ideas, identify risks, and validate assumptions. We’ll also touch on the post-launch process of tracking performance, prioritizing development of new features, and managing stakeholders.</p> <p>Whether you're considering a career in product management or launching your own digital product, you will need to draw on a diverse range of skills to determine viability and to plan out a road map to long-term product success. Start developing those skills today!</p> <p>Takeaways</p> <p>Define the multiple roles &amp; responsibilities of a Product Manager<br/>Understand how customer needs translate into features of a product<br/>Identify the underlying risks and assumptions associated with new features<br/>Gain an understanding of the product development cycle</p>",General Assembly Austin,Introduction to Product Management,1461024000000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://www.eventbrite.com/e/its-a-wrap-sxswi-2016-with-festival-director-hugh-forrest-tickets-24271781552"" class=""linkified"">https://www.eventbrite.com/e/its-a-wrap-sxswi-2016-with-festival-director-hugh-forrest-tickets-24271781552</a></p> <p>About This Event</p> <p>It's the SXSW you didn't see. This is your chance to hear directly from Interactive Festival Director, Hugh Forrest on the stand out moments, industry changing launches, and significant takeaways of the 2016 festival.</p> <p>General Assembly has partnered with SXSW and WeWork to provide the rare opportunity to hear the highlights of this year's SXSWi, the future direction of the festival, and a Q&amp;A session with the Festival Director himself! Hugh will sit down with industry thought leader, and major 2016 SXSWi acquisition winner, Whurley of Honest Dollar and Chaotic Moon.</p> <p>This event is free and open to the public, but there is limited space and you'll want to RSVP now to reserve your spot!</p>",General Assembly Austin,It's a Wrap! SXSWi 2016 with Festival Director Hugh Forrest,1461108600000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/freelancing-101-becoming-your-own-boss/austin/23789"" class=""linkified"">https://generalassemb.ly/education/freelancing-101-becoming-your-own-boss/austin/23789</a></p> <p>About This Class</p> <p>Considering striking out on your own into the growing field of freelancing? Then this is the workshop for you. In it you’ll learn:<br/>Things to consider before taking the plunge<br/>How to find the right clients and projects<br/>The pros and cons of different pricing methods<br/>Ways to develop strong time management and work habits<br/>Pitfalls to avoid<br/>Administrative stuff like incorporating, bank accounts, insurance, bookkeeping, etc.</p> <p>Takeaways</p> <p>After this workshop you’ll have the foundational knowledge required to become a freelancer. Most importantly you’ll know how to:<br/>Find your strengths and market them<br/>Discover profitable projects through referrals, research, and networking<br/>Handle the day-to-day details<br/>Strategies for growing</p> <p>Prereqs &amp; Preparation</p> <p>Please bring a laptop and be prepared to discuss why you’re interested in becoming a freelancer and what your biggest concern is.</p>",General Assembly Austin,Freelancing 101: Becoming Your Own Boss,1461108600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/android-development-immersive/austin/learn-more/4287"" class=""linkified"">https://generalassemb.ly/education/android-development-immersive/austin/learn-more/4287</a></p> <p>About This Info Session</p> <p>Whether you're looking to cross-over into a role that requires you to know Android development, level up in your existing role, or you’re curious about programming, join us and figure out if this immersive course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Learn about the Android development field and how to transition your career to become a developer<br/>Hear about our Outcomes program and the support we provide students after graduation as they seek new jobs<br/>Get an overview of the curriculum, course objectives, and instructor experience<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Android Development Immersive Info Session,1461110400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/product-management/austin/learn-more/4500"" class=""linkified"">https://generalassemb.ly/education/product-management/austin/learn-more/4500</a></p> <p><br/>About This Class</p> <p>Product Management: the process of working with designers and developers to successfully build and launch digital products. In this class, we introduce you to the key product management concepts. Learn how to analyze the market, flesh out your ideas, identify risks, and validate assumptions. We’ll also touch on the post-launch process of tracking performance, prioritizing development of new features, and managing stakeholders.</p> <p>Whether you're considering a career in product management or launching your own digital product, you will need to draw on a diverse range of skills to determine viability and to plan out a road map to long-term product success. Start developing those skills today!</p> <p>Takeaways</p> <p>Define the multiple roles &amp; responsibilities of a Product Manager<br/>Understand how customer needs translate into features of a product<br/>Identify the underlying risks and assumptions associated with new features<br/>Gain an understanding of the product development cycle</p>",General Assembly Austin,Product Management Sample Class,1461110400000
,,,,"<p><a href=""https://generalassemb.ly/education/data-analytics/austin/learn-more/4286"" class=""linkified"">https://generalassemb.ly/education/data-analytics/austin/learn-more/4286</a></p> <p>Please note this is a free event. Follow the link to reserve your spot: </p> <p>


About This Trial Class</p> <p>Are you curious about General Assembly’s upcoming Data Analytics Course? Whether you’re looking to cross-over into a data focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During this session you will:<br/>Meet the GA team and potential classmates<br/>Meet the instructor, hear about his professional experience<br/>Participate in a mini lesson<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Data Analytics Sample Class,1461112200000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/from-big-idea-to-startup-build-a-successful-business-model/austin/23587"" class=""linkified"">https://generalassemb.ly/education/from-big-idea-to-startup-build-a-successful-business-model/austin/23587</a></p> <p>About This Class</p> <p>In today's environment, with the easy and low-cost availability of technology, the startup world has been turned on its head. No longer is it acceptable to prepare a 60-page business plan in isolation, then spend all your time and money to see if you got it right. The lean methodology allows you to quickly develop and test many ideas, allowing you to commit resources only after you have maximized your chances of success.</p> <p>Takeaways</p> <p>The Lean Canvas:Creating a business model for your startup idea.<br/>Value Proposition: How to make something your customers will buy.<br/>MVP: Creating a Minimum Viable Product</p> <p>Prereqs &amp; Preparation</p> <p>Come with an idea you’d like to develop and your laptop. Setup a free account at: <a href=""https://app.leanstack.com/"" class=""linkified"">https://app.leanstack.com/</a> <a href=""https://strategyzer.com/"" class=""linkified"">https://strategyzer.com/</a></p>",General Assembly Austin,From Big Idea to Startup: Build a Successful Business Model,1461195000000
,,,,"<p>NOTE: This is a PAID workshop. Please register at this link to reserve your spot:</p> <p><a href=""https://generalassemb.ly/education/designing-for-lasting-impact-the-role-of-culture-context/austin/23700"" class=""linkified"">https://generalassemb.ly/education/designing-for-lasting-impact-the-role-of-culture-context/austin/23700</a></p> <p>Culture is an inherent and critical element in effecting positive behavior change. Too often, though, it’s overlooked throughout design and development, jeopardizing potential impact.<br/>Understanding how cultural nuance can affect user experience—of products, services, or public policy—can inform more long-lasting, impactful design. In this two-hour workshop, designer and researcher David Schwartz will explore methodologies for analyzing the tangible and intangible aspects of culture that have proven to be encompassing factors of effective design and implementation decisions.<br/>This workshop will be valuable for anyone creating or working with people—designers and non-designers alike—including entrepreneurs, policymakers, and all others dedicated to the pursuit of social impact.</p>",General Assembly Austin,Designing For Lasting Impact: The Role of Culture & Context,1461281400000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/social-media-bootcamp/austin/22339"" class=""linkified"">https://generalassemb.ly/education/social-media-bootcamp/austin/22339</a></p> <p>About This Class</p> <p>In this bootcamp, students will be introduced to the current social media landscape and explore how it can be used for maximum results for brands. Students will leave with a detailed understanding of both the current social media landscape and how to evaluate which social platforms, social marketing techniques, and paid social advertising methods are the best fit for their organization's goals. </p> <p><br/>We'll cover the following topics: an overview of social media platforms, current social media trends and their implications, how to tailor social media strategy and content to your business, paid social advertising techniques, and social media tools for monitoring and ROI. </p> <p><br/>Case studies and tactics will be presented throughout the session and students will gain hands on knowledge through breakout sessions.</p> <p>Takeaways</p> <p>Overview of social platforms and their strengths for brands<br/>Creating a social media strategy that builds your brand (or optimizing an existing one)<br/>Understanding the basics of paid social advertising to achieve specific business goals<br/>How to measure social success and ROI<br/>Helpful tools for understanding audiences, developing content, and measuring success<br/>Social media trends for 2016</p> <p>Prereqs &amp; Preparation</p> <p>Students should have a basic understanding of marketing. Administrative access to brand social accounts preferred, but not required.<br/>Please bring a Laptop.</p>",General Assembly Austin,Social Media Bootcamp,1461423600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/front-end-web-development/austin/learn-more/4283"" class=""linkified"">https://generalassemb.ly/education/front-end-web-development/austin/learn-more/4283</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Front-End Web Development Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know HTML, CSS, and JavaScript, or you’re looking to level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Front-End Web Development Info Session,1461625200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/web-development-immersive/austin/learn-more/4509"" class=""linkified"">https://generalassemb.ly/education/web-development-immersive/austin/learn-more/4509</a></p> <p>About This Info Session</p> <p>Are you attending Dine + Dash and curious about General Assembly’s upcoming Web Development Immersive Course? Attend our information session prior to Dine + Dash and learn about our full-time Web Development Immersive. You'll have a chance to get an overview of the curriculum and program objectives and discover the perks of being a student at GA.</p>",General Assembly Austin,Web Development Immersive Info Session,1461625200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/dine-dash-pizza-and-code-for-beginners/austin/23947"" class=""linkified"">https://generalassemb.ly/education/dine-dash-pizza-and-code-for-beginners/austin/23947</a></p> <p>About This Event</p> <p>Dash is the easiest tool to learn HTML, CSS, and JavaScript. Come meet and work alongside other hackers in the making as we navigate our way through fun online tutorials. You'll walk away with a better understanding of front-end web development and will meet like-minded friends who are also new to code. You'll also build something awesome along the way. This will be a casual, self-paced session with pizza and beer.</p> <p>Takeaways</p> <p>Start learning HTML, CSS, and JavaScript Connect with like minded peers Make awesome websites Show off what you've built</p> <p>Prereqs &amp; Preparation</p> <p>Set up an account on <a href=""https://dash.generalassemb.ly/"" class=""linkified"">https://dash.generalassemb.ly/</a> and bring your laptop.</p>",General Assembly Austin,Dine + Dash: Pizza and Code for Beginners,1461627000000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/introduction-to-user-experience-design-ux/austin/22495"" class=""linkified"">https://generalassemb.ly/education/introduction-to-user-experience-design-ux/austin/22495</a></p> <p>About This Class</p> <p>As technology changes and more media outlets compete for customers’ time, providing an enjoyable experience is critical to both attracting and keeping users. This class aims to demystify user experience by giving a practical and simple introduction to UX through exploring some of its core concepts.</p> <p>This is a field that affects all areas of business—prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the human-computer interaction experience.</p> <p>Takeaways</p> <p>Discover what the field of UX encompasses and how it relates to other disciplines.<br/>Learn how to identify different roles within UX and the responsibilities of each.<br/>Gain first-hand knowledge of some of the UX tools through practical exercises</p>",General Assembly Austin,Introduction to User Experience Design (UX),1461628800000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/project-management-101/austin/21323"" class=""linkified"">https://generalassemb.ly/education/project-management-101/austin/21323</a></p> <p>About This Class</p> <p>The profession of project management, specifically digital and web project management, has recently become one of the hottest jobs in the tech market.</p> <p>Many growing Austin organizations have come to recognize the need for project managers in the wake of expanding operations and project teams. It’s not uncommon for designers and developers to find themselves cast in the role of project manager, even if many of these responsibilities fall well outside their job description. This is also a good time to “break into” the profession of project management for folks who work in a capacity related to design or development.</p> <p>

Our course will focus specifically on the basics of project management for beginners; whether you’ve recently found yourself cast in the role of project manager by your company, or whether you’re looking to make a career transition.</p> <p>We will cover everything from project planning, project management methodologies (Agile and Waterfall), running meetings, and the “soft skills” needed to successfully facilitate a project. We’ll also explore the major project management tools in the marketplace.</p> <p>Takeaways</p> <p>Creating a project plan (requirements, scope, budget, resource allocation, timeline, risk factors)<br/>Kicking off a project with clients, stakeholders, and your team by getting buy-off on timeline and scope.<br/>Facilitating the project (meeting deadlines, recognizing risk, prioritizing needs, mitigating conflicts, adjusting timelines Honing the soft skills needed to navigate successful interpersonal relationships with clients and team members.</p>",General Assembly Austin,Project Management 101,1461715200000
,,,,"<p><a href=""https://generalassemb.ly/education/data-analytics/austin/learn-more/4522"" class=""linkified"">https://generalassemb.ly/education/data-analytics/austin/learn-more/4522</a></p> <p>Please note this is a free event. Follow the link to reserve your spot:  </p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Data Analytics Course? Whether you’re looking to cross-over into a data focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,Data Analytics Info Session,1461717000000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/24228"" class=""linkified"">https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/24228</a></p> <p>About This Event Series</p> <p>We've partnered with The Austin Public library system to offer FREE practical skill classes in tech, design and business for people of all ages to develop confidence in their computer skills &amp; grow more comfortable in today's digital world. Join us at the library location closest to you for classes on Web Development, User Experience Design, Digital Marketing, Pitching your Business, Mobile Apps, Product Management, Social Media, and Visual Design.</p>",General Assembly Austin,GA + Austin Public Libraries - Web Development: Let's Break It Down,1461790800000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/excel-at-excel-getting-down-the-basics/austin/22456"" class=""linkified"">https://generalassemb.ly/education/excel-at-excel-getting-down-the-basics/austin/22456</a></p> <p>About This Class</p> <p>We’ve all heard of Microsoft Excel, and yet a surprising number of people have little to no experience using it. In this class — ideal for people working in business, management, or simply interested in getting more organized — you’ll learn the basics of the application, including calculation, formatting, and charts. There will also be an introduction to some intermediate functions such as VLookup and If-Then. A basic understanding of Excel goes a very long way when it comes to managing your job or business. This class will make you more desirable job candidate and more productive as a worker.</p> <p>Takeaways</p> <p>Input, gather, massage, and format data for more productive use and sharing.<br/>Analyze data to improve decision making.<br/>Output and package data for external consumption.</p> <p>Prereqs &amp; Preparation</p> <p>Students should have a general familiarity with Excel, including knowing how to navigate a spreadsheet, and how to copy &amp; paste. Please bring a laptop with Microsoft Office 7 or 10 installed (PC recommended, Mac acceptable. Most functions/features should work on a Mac although there may be minor differences. The instructor will be using a PC. It is also highly recommended that you bring a mouse. Students will also be emailed case study files prior to class that they should download to their desktop. This is an interactive class, and your participation and questions are encouraged.</p>",General Assembly Austin,Excel at Excel: Getting Down the Basics,1461799800000
