applicable,male,female,nonBinary,desc,group,name,time
,,,,"<p>Please note this is a paid class. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/advanced-excel-beyond-the-basics/austin/29100"" class=""linkified"">https://generalassemb.ly/education/advanced-excel-beyond-the-basics/austin/29100</a></p> <p>About This Class</p> <p>In this class we will move beyond the basics of spreadsheet creation. Topics will include data manipulation/troubleshooting and advanced functions to summarize and analyze data having multiple attributes. We will also introduce Pivot Tables, advanced graphs, and macros. Class exercises will be utilized to facilitate understanding.</p> <p>Takeaways</p> <p>Students will learn how to effectively streamline and analyze data using some of the more advanced features of Excel.</p> <p>Prereqs &amp; Preparation</p> <p>A basic understanding of the Excel spreadsheet layout and Pivot Tables<br/>Common uses such as entering data into a blank spreadsheet and copying/pasting<br/>An understanding of common functions such as SUM, IF, and VLOOKUP<br/>Ability to create a graph from two or more sets of data points</p> <p>Instructions for setting up the Developer tab for Macros:<br/>PC: File &gt; Options &gt; Customize Ribbon &gt; check ""Developer""<br/>Mac: Excel &gt; Preferences &gt; View &gt; in Ribbon &gt; check ""Developer tab""</p>",General Assembly Austin,Advanced Excel: Beyond the Basics,1477436400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/dine-dash-pizza-and-code-for-beginners/austin/30362"" class=""linkified"">https://generalassemb.ly/education/dine-dash-pizza-and-code-for-beginners/austin/30362</a></p> <p>About This Event</p> <p>Dash is the easiest tool to learn HTML, CSS, and JavaScript. Come meet and work alongside other hackers in the making as we navigate our way through fun online tutorials. You'll walk away with a better understanding of front-end web development and will meet like-minded friends who are also new to code. You'll also build something awesome along the way. This will be a casual, self-paced session with pizza and beer.</p> <p><br/>Takeaways</p> <p>Start learning HTML, CSS, and JavaScript Connect with like minded peers Make awesome websites Show off what you've built</p> <p><br/>Prereqs &amp; Preparation</p> <p>Set up an account on <a href=""https://dash.generalassemb.ly/"" class=""linkified"">https://dash.generalassemb.ly/</a> and bring your laptop.</p>",General Assembly Austin,Dine + Dash: Pizza and Code for Beginners,1477438200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/craft-your-brand/austin/30189"" class=""linkified"">https://generalassemb.ly/education/craft-your-brand/austin/30189</a></p> <p>About This Event</p> <p>You aren't just your resume or LinkedIn profile. You are your BRAND.</p> <p>Your personal brand is the story you tell the world through your words, actions, ideas, and opinions. If you don't create that brand yourself, the world will create one for you. Whether you're just starting your career, changing jobs, or simply looking for ways to up-level your profile in your current industry, having a clear personal brand is critical for getting what you want from life. Join us at Hops + Grain Brewery where we'll teach you how to craft your brand over craft beers- because learning is better with beer!</p> <p>At Craft Your Brand, Deb Gabor, CEO of Sol Marketing and author of the bestselling book Branding is Sex: Get Your Customer Laid and Sell the Hell Out of Anything, leads a hands-on workshop during which you will learn how to create and take ownership of your own personal brand.</p> <p><br/>Takeaways</p> <p>Learn the basics of branding and how they apply to developing and telling your personal brand story<br/>Identify your purpose and passion and your ""WHY""<br/>Create the strategic foundation for your own personal brand<br/>Get exposed to some important personal branding ""hacks"" that unlock your personal brand potential<br/>Practice telling your brand story through the ""Anti-Elevator Pitch"" process</p>",General Assembly Austin,Craft Your Brand,1477438200000
,,,,"<p>Please note these are free events. Follow the link to the course you're interested in to reserve your spot: </p> <p>


Web Development Immersive<br/><a href=""https://generalassemb.ly/education/web-development-immersive/austin/learn-more/5654"" class=""linkified"">https://generalassemb.ly/education/web-development-immersive/austin/learn-more/5654</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Web Development Immersive Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know web programming, level up in your existing role, or you’re curious about programming, join us and figure out if this immersive course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Meet the instructor, hear about his/her professional experience<br/>Discover the perks of being a student at GA</p> <p>Note: This session will begin after the one-hour free class, Web Dev: Let's Break it Down (<a href=""https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/29304"" class=""linkified"">https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/29304</a>), taught by one of our WDI instructors. Please arrive at 6:30pm to attend the free class before the info session.</p> <p><br/>Front-End Web Development<br/><a href=""https://generalassemb.ly/education/front-end-web-development/austin/learn-more/5653"" class=""linkified"">https://generalassemb.ly/education/front-end-web-development/austin/learn-more/5653</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Front-End Web Development Course? Of course you are. Whether you’re looking to cross-over into a role that requires you to know HTML, CSS, and JavaScript, or you’re looking to level up in your existing role, stick around after Web Development: Let's Break it Down and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p> <p>Note: This session will be following the free one-hour class, Web Development: Let's Break it Down (<a href=""https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/29304"" class=""linkified"">https://generalassemb.ly/education/ga-austin-public-libraries-present-web-development-lets-break-it-down/austin/29304</a>). Arrive at 6:30pm to attend the free class before the session.</p>",General Assembly Austin,Web Development Immersive + Front-End Web Development Info Sessions,1477441800000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ux-designer-web-developer-showcase/austin/28824"" class=""linkified"">https://generalassemb.ly/education/ux-designer-web-developer-showcase/austin/28824</a></p> <p>About This Event</p> <p>General Assembly invites companies to meet the graduates of both our User Experience Design and Web Development Immersive Programs. Our talented graduates have spent the last ten to twelve weeks – all day, every day immersed in these programs and are eager to chat about junior designer and developer opportunities.</p> <p>Light snacks and adult refreshments will be served. As always, GA helps find talent at no cost to you.</p> <p>Spaces are limited, so be sure to reserve your spot.</p>",General Assembly Austin,Graduate Showcase,1477515600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/winning-the-job-search-the-whole-package/austin/30060"" class=""linkified"">https://generalassemb.ly/education/winning-the-job-search-the-whole-package/austin/30060</a></p> <p>About This Event</p> <p>LinkedIn? Twitter? Blogging? Resumes? Oh my!<br/>The focus of this session is to help you develop a professional LinkedIn page that reflects your career ambitions. We'll also discuss the use of social media and blogs to grow your network and stay on top of current industry trends and topics. Finally, we’ll dig into the importance and effectiveness of a resume and cover letter and how to interweave your personal brand into both.</p> <p><br/>Takeaways</p> <p>Attendees will have a baseline LinkedIn profile created by the end of the session. We'll also assess your current resume and the story it's telling and identify what needs to change.</p> <p><br/>Prereqs &amp; Preparation</p> <p>Students will need a notepad and pen, as well as a laptop for class. We also encourage you to bring past resumes to class, in their original editable document form.</p>",General Assembly Austin,Winning the Job Search: The Whole Package,1477524600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/stories-under-the-stars/austin/30647"" class=""linkified"">https://generalassemb.ly/education/stories-under-the-stars/austin/30647</a></p> <p>About This Event</p> <p>We've all got a story to tell. Join General Assembly + FosterATX to hear inspiring stories from the community &amp; tell your own under the stars. The spot, the music &amp; the topic change each month so stay tuned.</p> <p>This month's topic (in honor of All Hallows Eve) is Fear so bring your best frighteningly inspirational story and enjoy tunes by Scott Collins.</p> <p>This event is free and open to the public, but we encourage you to bring a donation at the door to help Save the Sekr!t Theatre and Keep Austin Weird!</p>",General Assembly Austin,Stories Under the Stars,1477612800000
,,,,"<p>Please note these are free events. Follow the link you're interested in to reserve your spot:</p> <p>Digital Marketing<br/><a href=""https://generalassemb.ly/education/digital-marketing/austin/learn-more/5656"" class=""linkified"">https://generalassemb.ly/education/digital-marketing/austin/learn-more/5656</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Digital Marketing Course? Whether you’re looking to cross-over into a digital marketing focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p> <p>**Please note the Digital Marketing Info Session will be 6-7PM**</p> <p><br/>Data Science<br/><a href=""https://generalassemb.ly/education/data-science/austin/learn-more/5655"" class=""linkified"">https://generalassemb.ly/education/data-science/austin/learn-more/5655</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Data Science Course? Of course you are. Whether you’re looking to cross-over into a data focused role or to level up in your existing role, join us and figure out if this course is a fit for you.<br/>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p> <p>**Please note the Data Science Info Session will be 6-7PM**</p> <p><br/>Product Management<br/><a href=""https://generalassemb.ly/education/product-management/austin/learn-more/5657"" class=""linkified"">https://generalassemb.ly/education/product-management/austin/learn-more/5657</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming Product Management Course? Whether you’re looking to cross-over into a product focused role or level up in your existing role, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p> <p>**Please note the Product Management Info Session will be 7-8PM**</p>",General Assembly Austin,"Digital Marketing, Data Science, + Product Management Info Sessions",1478041200000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/project-management-101/austin/29404"" class=""linkified"">https://generalassemb.ly/education/project-management-101/austin/29404</a></p> <p>About This Class</p> <p>The profession of project management, specifically digital and web project management, has recently become one of the hottest jobs in the tech market.</p> <p>Many growing Austin organizations have come to recognize the need for project managers in the wake of expanding operations and project teams. It’s not uncommon for designers and developers to find themselves cast in the role of project manager, even if many of these responsibilities fall well outside their job description. This is also a good time to “break into” the profession of project management for folks who work in a capacity related to design or development.</p> <p>Our course will focus specifically on the basics of project management for beginners; whether you’ve recently found yourself cast in the role of project manager by your company, or whether you’re looking to make a career transition.</p> <p>We will cover everything from project planning, project management methodologies (Agile and Waterfall), running meetings, and the “soft skills” needed to successfully facilitate a project. We’ll also explore the major project management tools in the marketplace.</p> <p>Takeaways</p> <p>Creating a project plan (requirements, scope, budget, resource allocation, timeline, risk factors) Kicking off a project with clients, stakeholders, and your team by getting buy-off on timeline and scope. Facilitating the project (meeting deadlines, recognizing risk, prioritizing needs, mitigating conflicts, adjusting timelines Honing the soft skills needed to navigate successful interpersonal relationships with clients and team members.</p>",General Assembly Austin,Project Management 101,1478044800000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ga-presents-lean-startup-week/austin/29911"" class=""linkified"">https://generalassemb.ly/education/ga-presents-lean-startup-week/austin/29911</a></p> <p>About This Event</p> <p>If you can’t make it to this year’s Lean Startup Week in San Francisco, don’t miss out on hearing from the entrepreneurs and thought leaders powering today’s innovation. As their official live stream partner, General Assembly brings the action to your local campus with a community viewing event.</p> <p>Watch the keynote speakers live with your fellow startup community over food, drinks, and stimulating conversation. Plus, participate from your city by submitting Q&amp;A questions for the panel via the same online form that conference attendees use.</p> <p>Join us on Wednesday, November 2nd to hear from industry thought leaders, including: Entrepreneur and author of The Lean Startup, Eric Ries;<br/>Venture capitalist and author, Guy Kawasaki;<br/>Breather CCO and co-founder, Caterina Rizzi;<br/>General Assembly co-founder, Matthew Brimer;<br/>And many more.</p> <p>Please note that by RSVPing for this event you are agreeing to receive communications from Lean Startup Week​</p>",General Assembly Austin,GA Presents: Lean Startup Week,1478102400000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/user-experience-journey-mapping/austin/30373"" class=""linkified"">https://generalassemb.ly/education/user-experience-journey-mapping/austin/30373</a></p> <p>About This Class</p> <p>You are not your user. It’s one of the most critical understandings of a User Experience designer. And knowing that to be true, it becomes even more critical for designers to build empathy for and relate to the users they are designing for.</p> <p>This class will help students learn to create and understand personas, and use that as the groundwork to understand and solve for our user. Along the way we will construct an empathy map and use that data as the basis for building a journey map and identifying opportunities.</p> <p>By the end of class students will have the information needed to design and implement UX tools such as empathy maps, personas and journey maps so that they can go back and better understand and empathize with their users.</p> <p><br/>Takeaways</p> <p>Students of this workshop will learn:<br/>Where and how to find the necessary data and research inputs to customer journey maps<br/>How to build an empathy map based on a persona<br/>How to create a journey map and identify opportunities uncovered by it.</p>",General Assembly Austin,User Experience: Journey Mapping,1478131200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/web-development-immersive/austin/learn-more/5909"" class=""linkified"">https://generalassemb.ly/education/web-development-immersive/austin/learn-more/5909</a></p> <p>Are you curious about General Assembly’s upcoming Web Development Immersive Course? Whether you’re looking to cross-over into a role that requires you to know web programming, level up in your existing role, or you’re curious about programming, join us for lunch with an alum and figure out if this immersive course is a fit for you.</p>",General Assembly Austin,Lunch with a Web Development Immersive Alum,1478192400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ga-atx-happy-hour/austin/27587"" class=""linkified"">https://generalassemb.ly/education/ga-atx-happy-hour/austin/27587</a></p> <p>Come celebrate the end of the work week with your pals at GA. Drinks are on us, so stop by for mingling, beverages, &amp; great conversation with our students, instructors, and friends of Austin's tech, business and design community.</p>",General Assembly Austin,GA ATX Happy Hour,1478298600000
,,,,"<p>Celebrate Austin design through a week of workshops, talks, studio tours and events this November as the city celebrates its creative economy in the inaugural Austin Design Week. We’ve invited the community to propose and showcase the best in visual, interactive, product, industrial, architectural and civic design. The introduction of Design Week provides the opportunity to bring together the Austin design community like never before. From the spaces we’re inspired by, to the images that leap from the page, the products we use daily and the way we interact with them, Austin is pushing the boundaries of design. Explore the cutting edge work being done through some of the city’s most innovative creators.</p> <p>Austin Design Week runs from November 7th - 11th in various locations around the city. Check out the schedule + RSVP here: <a href=""http://designweekaustin.com/schedule"" class=""linkified"">http://designweekaustin.com/schedule</a></p> <p>Day 1 Schedule:<br/>10am - 6pm Austin Design Week Hub (@DFA Building @ UT Austin)</p> <p>12PM - 1:30PM - WORKSHOPS<br/>Apparel Screen Printing @ Industry Print Shop<br/>From Tangible to Intuitive: The Abstraction of Products &amp; Design @ General Assembly</p> <p>3PM - 5PM - STUDIO TOURS<br/>Handsome Studio Tour<br/>McKinney York Architects Studio Tour<br/>Fjord Studio Tour<br/>Fisterra Projects Studio Tour</p> <p>6PM - 9PM - EVENING EVENT<br/>ADW Kickoff: Welcome Keynote and Craft Beer by Design @ Austin Beerworks</p> <p>Check out the calendar for the rest of the week</p>",General Assembly Austin,Austin Design Week,1478534400000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/teach-at-ga-atx-training-on-instructional-best-practices/austin/29673"" class=""linkified"">https://generalassemb.ly/education/teach-at-ga-atx-training-on-instructional-best-practices/austin/29673</a></p> <p>About This Workshop</p> <p>Specifically created for current and future GA instructors, this workshop will equip you with tips and strategies to set you up for success even before you step into the classroom. You'll learn instructional best practices for lesson planning and prep as well as the basics on how to to check for understanding, increase student engagement in class, and start to build your instructor toolkit. You'll walk away with valuable insight on how to approach your next teaching opportunity.</p> <p><br/>Takeaways</p> <p>Describe at least 3 key takeaways about Adult Learning Theory and how they apply to lesson planning<br/>Create an opening hook to frame your lessons and set appropriate expectations by asking 3 questions<br/>Identify and describe at least 3 techniques to check for understanding<br/>Recall the 5 step method framework to classroom management</p> <p><br/>Prereqs &amp; Preparation</p> <p>Currently an instructor with GA or interested in teaching opportunities at GA.<br/>Please bring a laptop - or at the very least, a notepad and pen/pencil.<br/>Please have a topic in mind that you'd like to teach, or are currently teaching - if you have an existing lesson plan that you'd like to annotate or update, even better.</p>",General Assembly Austin,Teach at GA ATX: Training on Instructional Best Practices,1478565000000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/intro-to-python/austin/30805"" class=""linkified"">https://generalassemb.ly/education/intro-to-python/austin/30805</a></p> <p><br/>About This Workshop</p> <p>Python is a versatile and widely-used programming language with many applications. This workshop explores Python's place in the scientific ecosystem, and how the language, with several readily-available open-source libraries, can serve as a powerful tool for data analysis. Designed as a stand-alone introduction to the data science aspects of Python, this class is also a recommended refresher for students planning to enroll in General Assembly's upcoming Data Science course. The course is hands-on and exercise based, so students will get plenty of practice.</p> <p><br/>Takeaways</p> <p>Ability to write and run Python scripts<br/>Ability to use Python for basic data analysis tasks (data cleaning and reformatting, exploration, analysis)<br/>Understanding of Python’s role as a tool in the backend and analysis toolkits<br/>Understanding of the possibilities opened up through a better understanding of Python</p> <p><br/>Prereqs &amp; Preparation</p> <p>General technical savvy, and comfort with computers<br/>Some prior experience with use of computers for analysis or repetitive tasks – such as Excel<br/>Installation of Anaconda for Python 2.7, which is a free distribution of python that includes libraries of open source python tools (<a href=""http://continuum.io/downloads"" class=""linkified"">http://continuum.io/downloads</a>).</p>",General Assembly Austin,Intro to Python,1478966400000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/social-media-strategy-mapping/austin/30802"" class=""linkified"">https://generalassemb.ly/education/social-media-strategy-mapping/austin/30802</a></p> <p><br/>About This Workshop</p> <p>Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.</p> <p><br/>Takeaways</p> <p>Learn how to develop and implement a social media strategy.<br/>Create an elevator pitch that clearly defines your brand, audience, and key differentiator.<br/>Define and track the KPIs most relevant to your business.<br/>Describe the different between major social media platforms.<br/>Identify which platforms to use for your business.<br/>Explain the difference between publishing, listening, and reporting tools.<br/>Create a weekly content calendar for your business.</p> <p><br/>Prereqs &amp; Preparation</p> <p>None! Please bring a laptop to class, along with a notepad and pen.</p>",General Assembly Austin,Social Media Strategy Mapping,1479169800000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/ga-austin-public-libraries-present-what-is-user-experience-design-ux/austin/29292"" class=""linkified"">https://generalassemb.ly/education/ga-austin-public-libraries-present-what-is-user-experience-design-ux/austin/29292</a></p> <p>About This Event</p> <p>We've partnered with The Austin Public library system to offer FREE practical skill classes in tech, design and business for people of all ages to develop confidence in their computer skills &amp; grow more comfortable in today's digital world. Join us at the library location closest to you for classes on Web Development, User Experience Design, Digital Marketing, Pitching your Business, Mobile Apps, Product Management, Social Media, and Visual Design.</p> <p>In this edition, learn the basics of User Experience for the novice! This is an ideal 101 class for someone who has heard the term UX and maybe even understand the basics, but is not sure what it really means to them. Developers, Business People and Designers may especially benefit from this survey of a rapidly developing field.</p> <p>Takeaways</p> <p>Think about user experience as related to your role and business<br/>Understand the basic process and tools to create great user experience design<br/>Hold your own in a conversation about the importance of the user's experience in business decisions</p>",General Assembly Austin,GA + Austin Public Libraries Present - What is User Experience Design (UX)?,1479256200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/user-experience-design/austin/learn-more/5658"" class=""linkified"">https://generalassemb.ly/education/user-experience-design/austin/learn-more/5658</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming User Experience Design Course? Whether you’re looking to cross-over into a role that requires you to know user experience design, you’re looking to level up in your existing role or you’re curious about user experience design, join us and figure out if this course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,User Experience Design Info Session,1479427200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/techsgiving-2016/austin/31187"" class=""linkified"">https://generalassemb.ly/education/techsgiving-2016/austin/31187</a></p> <p>About This Event</p> <p>Giving season is upon on and there is no better way to celebrant than with your peers in the Tech industry. WeWork and General Assembly have come together to bring you ""Techsgiving"" Happy Hour. This is a great opportunity to have fun over food and drinks with those in all disciplines across Tech while helping those in need by bringing a non-perishable food item to benefit the Central Texas Food Bank.</p> <p>Enola Labs is the driving force behind collecting food items this year. You can pick up a bag for your donations at WeWork Congress, 600 Congress, 14th floor anytime before the party to fill and donate! They will be accepting donations from now until 11/18 at the same place.</p> <p><br/>Prereqs &amp; Preparation</p> <p>Please remember to bring a non-perishable food item for donation to the Central Texas Food Bank!<br/>Most requested items are:<br/>-Peanut Butter<br/>-Canned Low-Sodium Vegetables<br/>-Canned Chicken Breast or Tuna<br/>-Dry Pinto Beans<br/>-Canned Fruit (No Sugar Added)<br/>-100% Whole Grain Cereal<br/>-Brown Rice<br/>-Non-Fat Dry Milk Powder</p>",General Assembly Austin,Techsgiving 2016,1479427200000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/5905"" class=""linkified"">https://generalassemb.ly/education/user-experience-design-immersive/austin/learn-more/5905</a></p> <p>About This Info Session</p> <p>Are you curious about General Assembly’s upcoming User Experience Design Immersive Course? Whether you’re looking to cross-over into a role that requires you to know user experience design, level up in your existing role, or you’re curious about user experience design, join us and figure out if this immersive course is a fit for you.</p> <p>During the upcoming information session you will:<br/>Meet the GA team and potential classmates<br/>Get an overview of the curriculum and course objectives<br/>Discover the perks of being a student at GA</p>",General Assembly Austin,User Experience Design Immersive Info Session,1479430800000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/user-experience-design-bootcamp/austin/30363"" class=""linkified"">https://generalassemb.ly/education/user-experience-design-bootcamp/austin/30363</a></p> <p>About This Workshop</p> <p>As technology changes and more companies compete for customers’ time, providing a useful and enjoyable experience is critical to both attracting and retaining customers. This class aims to demystify user experience by giving a practical and simple introduction to what UX is while explaining some of its core concepts. This is a field that affects all areas of business — prepare to dip your toes into an ocean of new concepts and ideas that will enlighten your perspective on the human-computer interaction experience.</p> <p>Takeaways</p> <p>- Discover what the field of UX encompasses and how it relates to other disciplines.<br/>- Learn about user-centered design principles and how you can incorporate them into the design process.<br/>- Gain first-hand knowledge about various UX deliverables and how best to implement them.<br/>- Sketch and build a low-fidelity prototype</p> <p>Prereqs &amp; Preparation</p> <p>Bring your laptop &amp; cell phone. Nothing else required!</p>",General Assembly Austin,User Experience Design Bootcamp,1479567600000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/getting-started-with-wordpress/austin/30867"" class=""linkified"">https://generalassemb.ly/education/getting-started-with-wordpress/austin/30867</a></p> <p><br/>About This Class</p> <p>WordPress is the premier content management system for those seeking an easy, user-friendly way to set up and maintain a website. In this class, you’ll walk through the basics of getting your site live quickly and discover various free templates as well as premium resources that require little to no coding skills and will have your site looking polished and professional. Once your site has gone live, you’ll learn how to update and maintain it using the WordPress dashboard, as well as common problems and pitfalls to avoid. Plus you’ll find out how to customize your site to get the exact look you’re going for.</p> <p><br/>Takeaways</p> <p>Learn the differences between WordPress.com and WordPress.org (self-hosted site)<br/>Create and update content (pages, blog entries, photos etc) in WordPress quickly and efficiently<br/>Discover different themes, what they are, where to get them, and how to customize them<br/>Master plugins, widgets and settings</p> <p><br/>Prereqs &amp; Preparation</p> <p>This is a beginner to intermediate course which is designed to be helpful to those who have never seen WordPress before or those who have been using WordPress but without a formal understanding of the mechanics behind it. Some basic knowledge of navigating websites is the only requirement. Bring a paper and pen or a laptop to take good notes. Bring good questions. This class is a broad overview with time for answers on each topic.</p>",General Assembly Austin,Getting Started with Wordpress,1479774600000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/lightning-talks-product-management-tools/austin/31524"" class=""linkified"">https://generalassemb.ly/education/lightning-talks-product-management-tools/austin/31524</a></p> <p>About This Event</p> <p>We’re mixing things up a bit this month! This meeting is a chance for General Assembly Product Management alumni to meet, have some drinks, and network with others in the Austin product management community. Whether you’ve taken classes at General Assembly or not, we encourage you to come out and meet with fellow product professionals. But wait!<br/>There’s more…</p> <p>The meeting will also feature lightning talks on our favorite Product Management tools and apps. Learn which products and software make our jobs easier and that we simply can’t live without. We’ll be discussing Trello, Xtensio, Zapier, Bullet Journal, and other great tools for Product Managers.</p> <p>Speakers include: Mitch Heard, Aubrey Maker, Dan Corbin</p>",General Assembly Austin,Lightning Talks: Product Management Tools,1479774600000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/introduction-to-google-analytics/austin/30803"" class=""linkified"">https://generalassemb.ly/education/introduction-to-google-analytics/austin/30803</a></p> <p><br/>About This Class</p> <p>Google Analytics is an incredibly robust, free tool for measuring web traffic data. In this class, you’ll get to know the basics of using Google Analytics to track and evaluate performance and draw insights to improve your business. Starting with basic terminology and key metrics, you’ll build a foundation of knowledge before diving deeper into more complex analytics techniques, including advertising tracking and custom segments. You’ll walk away with a fundamental understanding of Google Analytics’ role in running and operating your business.</p> <p><br/>Takeaways</p> <p>Learn the basic setup, navigation, and interface of Google Analytics<br/>Get acquainted with basic terminology and mathematical formulas to understand key metrics<br/>Be able to identify the metrics that matter for your specific business case and how to use them to make educated decisions<br/>Create custom segments, goals, URLs, and dashboards<br/>Create automated alerts and scheduled reports<br/>Learn to identify exceptions and surface actionable insights<br/>Export data for further analysis in Excel<br/>Design useful charts for sharing with colleagues or clients</p> <p><br/>Prereqs &amp; Preparation</p> <p>It would be useful to have a basic understanding of Excel, but we will cover it in class as well. Laptops are welcomed but not necessary.</p>",General Assembly Austin,Introduction to Google Analytics,1479862800000
,,,,"<p>Please note this is a free event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/industrious-lunch-learn-social-media-best-practices/austin/30426"" class=""linkified"">https://generalassemb.ly/education/industrious-lunch-learn-social-media-best-practices/austin/30426</a></p> <p>About This Event</p> <p>Join us for lunch and a free social media session with Claire Winslow of Best Practice Media.</p> <p><br/>Takeaways</p> <p>-Learn Social Listening<br/>-Online Reputation Management<br/>-Social Media Best Practices for Business</p>",General Assembly Austin,Industrious Lunch + Learn: Social Media Best Practices,1480442400000
,,,,"<p>Please note this is a paid event. Follow the link to reserve your spot: <a href=""https://generalassemb.ly/education/introduction-to-javascript/austin/30806"" class=""linkified"">https://generalassemb.ly/education/introduction-to-javascript/austin/30806</a></p> <p><br/>About This Class</p> <p>Join us for this workshop on the JavaScript programming language aimed at beginners with little or no prior experience. This workshop provides an introduction to the JavaScript programming language and jQuery fundamentals needed to create rich, professional, and relevant web applications. Attendees will receive a hands-on approach in learning JavaScript's relationship to HTML and CSS.</p> <p><br/>Takeaways</p> <p>Understand the role of the web browser and where JavaScript fits in<br/>Define the role of HTML, CSS, and JavaScript in web pages and web applications<br/>Define the DOM and JavaScript's importance in using it to create rich web applications<br/>Understand and apply programming fundamentals using JavaScript: basic data types, arithmetic, conditional statements, iteration (loops), functions, arrays and objects</p> <p><br/>Prereqs &amp; Preparation</p> <p>Basic HTML experience may be helpful, but is not necessary.<br/>Please bring a laptop to class.<br/>Machine fluency and ability to install and run a program based on instructions.</p>",General Assembly Austin,Introduction to JavaScript,1480465800000
