"","applicable","male","female","nonBinary","desc","group","name","time"
"44",0,0,0,0,"<p>Hello there, welcome to the monthly DC PHP beverage subgroup. </p> <p>We meet last Tuesday of the month at the Meridian Pint which is located at [masked]th St NW, Washington, DC. If you're coming via metro, Columbia Heights is the nearest stop, from there it's a 5-10 minute walk, coming out of the metro go east on Irving St. and then hang a left onto 11th St., the Pint is located directly on the corner of 11th and Park. If you're driving you should be able to find plenty of parking on that block. </p> <p>Once you get there ask the server about the PHP meetup, or keep your eyes open for the blue fuzzy elePHPant mascot. </p> <p>Eric.</p>","DC PHP Developer's Community","DC PHP Beverage Subgroup (in DC)",1.469574e+12
"45",0,0,0,0,"<p>Fellow Python enthusiasts! Join us for the July episode of the Python Dojo! Practice your coding skills in a fun, laid-back environment and get to know your fellow Python programmers!</p> <p><b>Reminder: you can only </b><b>RSVP using the link below</b>, and not on Meetup.com!<br/>The normal schedule is as follows:<br/>6:30 - 7:30 -- Arrive, eat pizza, socialize<br/>7:00ish -- Vote on a coding challenge for the evening and divide into teams<br/>7:15 - 9:00 -- Work in teams to find a solution to the night's problem<br/>9:00ish -- Show &amp; Tell</p> <p>Please check it out and sign up at <a href=""https://ti.to/dc-python-dojo/july-2016""><a href=""https://ti.to/dc-python-dojo/july-2016"" class=""linkified"">https://ti.to/dc-python-dojo/july-2016</a></a> ! <b>&lt;-- RSVP Here!</b></p> <p><br/>We look forward to seeing you there!</p>","Django District, etc.™","July Python Dojo!",1.469745e+12
"46",0,0,0,0,"<p>Join us for August's Project Night!</p> <p>Project Nights are informal gatherings where attendees can bring their own projects and work together (or just next to each other). We'll have at least one experienced Python web developer on hand to help less experienced people with their projects.</p> <p>We host these project nights each month in addition to our normal talk meetups.</p> <p>Agenda</p> <p>• 6:30-7:00pm - Arrive, eat and catch up (thank <a href=""http://agencychief.com/"">Chief</a> for the food!)</p> <p>• 7:00pm-8:45pm - Coworking</p> <p>What could you do at project night, you ask?</p> <p>• Work on your own side projects with other people doing the same </p> <p>• Get help learning Python (or Django or Flask) from more experienced developers. (Or, help mentor other attendees if you're already a whiz)</p> <p>• Ask for a code review for a project you've been working on by yourself </p> <p>• Talk through a particular problem with someone who has solved it before </p> <p>• Just hang out and have some cool conversations! </p> <p>We are cross-listing this event with <a href=""http://www.meetup.com/DCPython/events/229920942/"">DC Python</a>, so please RSVP to only one so we can get an accurate headcount.</p>","Django District, etc.™","August Project Night",1471386600000
"47",0,0,0,0,"<p><a href=""http://groups.google.com/group/washington-dcphp-group""><b>Sign up for our mailing list</b></a> for PHP discussion and more meeting info.</p> <p>A chance to relax, enjoy some food and beverages of choice, and socialize with other PHPers who find northern Arlington more convenient. Please plan on purchasing your own food and beverage if you wish any, and RSVP by 5:30PM so we can get the right table size.</p>","DC PHP Developer's Community","Ballston DC PHP Social Subgroup",1471989600000
"48",0,0,0,0,"<p>We're excited to announce our annual NodeSchool event in partnership with NodeDC. There'll be food, drinks and a plenty of JavaScript experts to learn from.</p> <p>Food &amp; Drinks: 6:00pm<br/>Kick-off: ~6:45pm</p> <p>What to bring?<br/>Bring your laptop with latest Node.JS bits installed. Don't forget git and Python 2.7 command line tools as well.</p> <p>New to Node?<br/>The best way to learn is by doing, and with <a href=""http://nodeschool.io/"" class=""linkified"">http://nodeschool.io/</a> there's tons of doing to be done. We will have mentors to get you started and guide you.</p> <p>Experienced with Node?<br/>We will also run some more advanced NodeSchool electives for anyone that wants to participate in NodeSchool but has already completed the core curriculum. Want to be a Mentor?<br/>Please contact one of the organizers.</p>","Tech Talk DC","NodeSchool DC by Tech Talk DC and NodeDC",1.472076e+12
"49",0,0,0,0,"<p>Please join us on <b>17 and 18 September, 2016 from 10:00 am to 4:00 pm</b> as we conduct our two-day <b>Cover6 - Pentester Prep Workshop</b>.</p> <p>Additional guest instructors will be on hand to answer and assist with any in depth questions or issues.</p> <p>This workshop will guide you on the right path on what it take to become a penetration tester. Those who wish to participate should have a version of vmware, Kali Linux 2.0 and the Metasploit Database already installed. </p> <p>Take home material will be provided after the workshop. Read ahead material will be provided at least three days prior to the start of the workshop.</p> <p><b><i>Some of the tools you'll use:</i></b></p> <p>• Metasploit<br/>• Nmap &amp; NSE<br/>• Wireshark<br/>• Tcpdump<br/>• Netcat<br/>• Burp Suite</p> <p><b><br/><i>What to bring:</i></b></p> <p>A laptop with the following specs:</p> <p>• Dual core Processor (Quad Core or better preferred)<br/>• 8GB RAM <br/>• 40GB free hard drive Space<br/>• Wireless capability<br/>• Windows or OSX</p> <p><b>Instructor(s):</b> <br/><b>Mr. Tyrone E. Wilson</b> - is an information security professional with 20 years of experience in information technology and systems configuration, including information systems and network security. Wilson also has extensive knowledge in computer network defense, vulnerability assessments, cyber threat analysis, and incident response. As a former cybersecurity analyst for the United States Army, Wilson developed security structures to ensure American intelligence systems were protected from foreign threats. Wilson is the Founder and CEO of Cover6 Solutions, LLC; which teaches companies and professionals aspects of information security, penetration testing, and IPv6. <br/>* <b>LinkedIn</b> - <a href=""https://www.linkedin.com/in/tyroneewilson""><a href=""https://www.linkedin.com/in/tyroneewilson"" class=""linkified"">https://www.linkedin.com/in/tyroneewilson</a></a></p> <p><b>Meetup Location: </b><br/>WeWork - Crystal City <br/>2221 S. Clark St. <br/>Arlington, VA 22202 <br/>(855)[masked] <br/>Google Map: <a href=""https://goo.gl/maps/x7MJuQH7QSD2""><a href=""https://goo.gl/maps/x7MJuQH7QSD2"" class=""linkified"">https://goo.gl/maps/x7MJuQH7QSD2</a></a></p> <p>This workshop will be held on the 12th floor, personnel will be onsite to assist.</p> <p><b>Time: </b><br/>10:00 am - 4:00 pm </p> <p><b>Agenda: </b></p> <p><br/><b>Day 1:  </b><br/>• Pentesting Methodology Overview<br/>• Pentest Lab Setup<br/>• Metasploit Fundamentals<br/>• OSINT Techniques<br/>• Scanning &amp; Enumeration Techniques<br/>• Network Attacks<br/>•  Wireless Attacks</p> <p><br/><b>Day 2:</b><br/>• Exploitation<br/>• Local System Exploits<br/>• Remote Code Execution<br/>• Privilege Escalations<br/>• Pivoting<br/>• Password Cracking<br/>• Server Exploitation<br/>• Web Exploits<br/>• Cross-Site Scripting<br/>• SQL injection<br/>• Mobile Exploitation<br/>•  Android  and IPhone Payload injection</p> <p><b><br/>Parking: </b><br/>223 23rd St. S. <br/>Arlington, VA 22202 <br/>Google Map: <a href=""https://goo.gl/maps/mt5Dj9ATzgS2""><a href=""https://goo.gl/maps/mt5Dj9ATzgS2"" class=""linkified"">https://goo.gl/maps/mt5Dj9ATzgS2</a></a></p> <p>




Very Respectfully,</p> <p><b><i>- The Cover6 Solutions Team</i> </b></p> <p><b>Web: </b><a href=""http://www.cover6solutions.com/meetup/""><a href=""http://www.cover6solutions.com/"" class=""linkified"">http://www.cover6solutions.com/</a></a><br/><b>Twitter: </b><a href=""https://twitter.com/cover6solutions""><a href=""https://twitter.com/cover6solutions"" class=""linkified"">https://twitter.com/cover6solutions</a></a><br/><b>Email: </b>[masked] </p>","D.C. Cyber Security Professionals","Cover6 Workshop - Pentester Prep",1474120800000
"50",0,0,0,0,"<p>Hello there, welcome to the monthly DC PHP beverage subgroup. </p> <p>We meet last Tuesday of the month at the Meridian Pint which is located at [masked]th St NW, Washington, DC. If you're coming via metro, Columbia Heights is the nearest stop, from there it's a 5-10 minute walk, coming out of the metro go east on Irving St. and then hang a left onto 11th St., the Pint is located directly on the corner of 11th and Park. If you're driving you should be able to find plenty of parking on that block.</p> <p><br/>Eric.</p>","DC PHP Developer's Community","DC PHP Beverage Subgroup (in DC)",1475017200000
"51",0,0,0,0,"<p>DC NLP and Hack&amp;&amp;Tell are at the same time again this month - because we're getting together for a joint meetup!</p> <p>Let's try out the Hack&amp;&amp;Tell format and meet more of their great members interested in text processing. This October, we're looking for presenters, speakers, and hackers for anything related to human language, whether text, audio, videos of sign language, etc... show us what you’ve got! (remember: no startup pitches, dull work projects, or deckware). The format is informal, engaging, and friendly: presenters have *5* minutes to show off their hack (it goes faster than you’d expect) and then the audience has 5 minutes to ask questions, make jokes, and suggest ideas and feedback. </p> <p>Presentation signups are below:</p> <p><a href=""http://bit.ly/presentatdc""><a href=""http://bit.ly/presentatdc"" class=""linkified"">http://bit.ly/presentatdc</a></a></p> <p>Need an idea? Here are some talks we'd like to see at H&amp;&amp;T NLP:</p> <p>+ Political twitter bots, bonus points if they pass the Turing test and fight w/real people!+ the weirdest take on a Turing test that you can come up with</p> <p>+ Haiku!</p> <p>+ Automated assistant hacks, or how I got Cortana to break up with me+ Pen-testing (""real"" hacking!) with deep learning NLP</p> <p>+ Linguistic analysis of everyone's favorite anti-blog gawker</p> <p>+ Voice activation hacks, like getting Alexa to order a pizza when my dog barks or find the nearest polling place+ generating text based on your own email history (can you simulate yourself? your friends?)</p> <p>+ unsupervised email classification (separate into personal, work, whatever)</p> <p>+ recruit-bot: a bot that corresponds with recruiters for arbitrarily long exchanges (Q-learning on real people?)</p> <p>+ multi-scale generative text (character + word??? + more?)</p> <p>+ sentiment analysis for your work emails. Maybe don't read some of them right away.</p> <p>+ baby names, learned from pictures of other people's babies and their names</p> <p>+ generate hack and tell ideas?!</p> <p>Does it have to be related to human language? No, but if the speaking slots fill up, we will try to give priority to NLP this month. </p> <p>See you at the meetup, at WeWork Chinatown. This month we are starting at 6:30 with pizza and the talks will begin at 7:00. DC NLPers, be a little earlier than usual. Big thanks to WeWork for hosting us! </p>","DC Natural Language Processing","NLP Hacks: Joint Meetup with Hack&&Tell",1.476225e+12
"52",0,0,0,0,"<p>It's that time of the year again! The DC and Baltimore Software Craftsmanship user groups are joining forces with Tech Talk DC to host the 2016 Global Day of <a href=""http://globalday.coderetreat.org/"">Code retreat</a> at Arlington Tech Exchange.</p> <p>This is a one day event being held simultaneously on October 22nd in over 150 cities around the world to practice and hone in your skills. It's a full day of Katas!</p> <p><br/>Come with your laptop equipped with your favorite programming and unit testing environment. Be prepared to pair up, code, learn, share and have fun!</p> <p>



<b>When</b>: October 22, 2016 at 8:30 am - 5:00 pm</p> <p><b>Where</b>: Arlington Tech Exchange at Excella Consulting, 2300 Wilson Blvd., Arlington VA 22201, 6th floor</p> <p><b>WHAT TO BRING: </b></p> <p>Your laptop loaded with your favorite programing language and a unit test tool for that language.  If you don't have a laptop or don't know what the unit testing is, come anyway.  All exercises are done in pairs, so you will always find a partner who has these things.  </p> <p>


<b>Agenda</b>:</p> <p>8:30  -  9:00am     Breakfast /  Meet and greet </p> <p>9:00 -   9:15        Intro explaining the rules,  etc </p> <p>9:15 -  10:15        First session </p> <p>100:15 - 10:30       Break</p> <p>10:30 -  11:30      Second session</p> <p>12:00  - 1:15        Lunch </p> <p>1:15  -  2:15      Third session  ( with challenges ) </p> <p>2:15   -   2:30      Break </p> <p>2:30   -   3:30       Fourth session  ( with challenges ) </p> <p>3:30   -   3:45      Break </p> <p>3:45   -   4:30       Fifth session  ( with challenges ) </p> <p>4:30   -   4:45       Retrospective,  Farewell,  Cleanup</p>","Tech Talk DC","Global Day of Code Retreat",1477139400000
"53",0,0,0,0,"<p>Don’t miss this opportunity to get valuable Deep Learning training, meet face-to-face with AI experts from NVIDIA and other leading companies and academic institutions, discuss current and future implementations of AI, and experience exclusive demos and hands-on labs.</p> <p><br/>The GTC DC is a regional extension of the GTC event held annually in Silicon Valley. GTC DC offers valuable training and a showcase of the most vital work in the computing industry today – including artificial intelligence and deep learning, virtual reality, and autonomous machines. </p> <p>Come connect with top GPU developers, industry and government leaders, and NVIDIA experts to discover exclusive technology demos and learn from experts first-hand at Washington D.C.’s only dedicated GPU computing conference.</p> <p>Registration is extremely limited. <a href=""http://dc.gputechconf.com/pricing/"">Register here.</a></p>","Data Education DC","Nvidia GPU Technology Conference",1477483200000
"54",1,1,0,0,"<p>For our first Data Science DC Meetup of 2016, we will be delving into how to scale up unsupervised learning -- the process of finding structure and groups in unlabeled data. Typical off-the-shelf clustering algorithms require painful operations such as computing a distance measure of all pairs of items. Shrayes Ramesh, data scientist at L-3 Data Tactics, will walk through the challenges and lessons he's learned when trying to cluster large-scale data distributed across many machines. </p> <p><br/><b>Agenda:</b></p> <p>• 6:30pm -- Networking, Empanadas, and Refreshments</p> <p>• 7:00pm -- Introduction, Announcements</p> <p>• 7:15pm -- Presentations and Discussion</p> <p>• 8:30pm -- Data Drinks (Tonic, 2036 G Street NW)</p> <p><b>Abstract:</b></p> <p>Unsupervised clustering is a useful approach to partitioning massive datasets into meaningful subpopulations. However, as data sets get larger, many traditional algorithms have difficultly scaling.  Here, I motivate the use of ensemble clustering as a scalable, robust approach to clustering at large, distributed datasets. The three components of ensemble clustering: (1) generating first-stage clusters, (2) aligning clustering output, and (3) aggregation and voting will be explained in a walkthrough demonstration and their nuances discussed. Finally, I will show some examples of clustering output and talk about extensions that can be made to the ensemble clustering framework that lend itself nicely to other modern unsupervised learning techniques.</p> <p><b>Bio:</b></p> <p>Shrayes Ramesh is a Senior Data Scientist at L-3. He has spent the past two years on a cybersecurity research program, where he researches, builds and implements unsupervised learning and outlier detection models at scale. Previously, he has worked teaching and evangelizing data science and big data methodologies for EMC as part of their education and training department. In a prior life, he has completed doctorate studies in Economics at the University of Maryland and undergraduate studies in Economics and Cognitive Science at University of Virginia. Browse his nascent github and blog at <a href=""http://github.com/shrayesramesh"">github.com/shrayesramesh</a>.</p> <p><b>Sponsors:</b></p> <p>This event is sponsored by the <a href=""http://business.gwu.edu/programs/specialized-masters/m-s-in-business-analytics/academic-program/"">George Washington Business School MS in Business Analytics Program</a>, <a href=""http://bit.ly/12YljkP"">Statistics.com</a>, <a href=""http://www.qubole.com/"">Qubole</a>, <a href=""http://datamininglab.com/"">Elder Research</a>, <a href=""http://www.blulabs.com/"">BlueLabs</a>, <a href=""https://www.boozallen.com/consulting/strategic-innovation/nextgen-analytics-data-science"">Booz Allen Hamilton</a>, and <a href=""http://engineering.aol.com/"">AOL</a>. (Would your organization like to sponsor too? Please get in touch!) </p>","Data Science DC","Ensemble Clustering as a Scalable Solution",1452036600000
"55",1,1,0,0,"<p>January is our second month in the space generously shared with us by <a href=""https://www.linkedin.com/company/lawiq"">LawIQ</a>. (It's right between Farragut Square and Dupont Circle.) They're also sponsoring pizza and beer - huge thanks to them.</p> <p><a href=""https://twitter.com/bsacash"">Brian Sacash</a> will present an intro to natural language processing through sentiment analysis. Brian is a data scientist at Koverse where he regularly deals with Natural Language Processing. He is also the author of  “<a href=""https://www.udemy.com/natural-language-processing/"">Introduction to Natural Language Processing</a>” on Udemy.com. In this presentation he will demonstrate how to build a basic sentiment analysis engine using Python and the Natural Language Tool Kit. </p> <p>************************</p> <p>We'll meet at 6:30pm a new location for us: LawIQ at 1725 DeSales Street, NW Suite 500. We'll do intros around 7:00 and move into the talk right around 7:30.</p> <p>DC NLP meets on the second Wednesday of each month to network, socialize, and learn about the interesting work folks are doing in natural language processing, computational linguistics, text analytics, and more.</p> <p>Do you have something you'd like to share with the group? Let us know! We're always looking for speakers to give talks at future meetups, and don't forget to follow <a href=""https://twitter.com/DCNLP/"">@DCNLP</a> on Twitter!</p>","DC Natural Language Processing","January: An Intro to Sentiment Analysis",1452727800000
"56",1,2,0,0,"<p>Simply put, the goal of any good data wrangler is to make data more accessible.</p> <p>Consider the antithesis, the idea of hiding and obfuscating your data but still publishing it on the web. Let’s learn from the our anti-hero, the black-hat data wrangler.</p> <p>Who wants to foil the data-wrangler?</p> <p>A corporation required to publish financial data.</p> <p>A political campaign with sensitive contributors lists.</p> <p>An industry heading toward regulation, and would like to hide their status.</p> <p>A digital content provider that displays the goods before a sale.</p> <p>A local government agency feeling the burden of being forced to respond to FOIA requests.</p> <p>In this talk Travis (organizer/Hack&amp;Tell) and Robert (organizer/Data Wranglers) will divulge the dark secrets of black-hat wrangling. You’ll learn the numerous ways you can make data publicly available yet hard to obtain. In the spirit of a good hacking talk, we’ll discuss all the ways to defeat each tactic.</p> <p>Join us in January! While you wait, share the worst dataset you’ve ever encountered in the meetup comments.</p>","Data Wranglers DC","Black Hat Data Wrangling",1452727800000
"57",1,1,0,0,"<p>Please join us in the special DSDC/SDPC Event with Anthony Goldbloom, the CEO and Co-Founder of <a href=""http://www.kaggle.com"">Kaggle</a>.</p> <p>Kaggle is a community of almost 450K data scientists who have built almost 2MM machine learning models to participate in our competitions. Data scientists come to Kaggle to learn, collaborate and develop the state of the art in machine learning. This talk will cover some of the lessons on winning techniques we have learned from the Kaggle community.</p> <p>SPDC is seeking sponsors. If you are interested in sponsoring this event please get in touch with us.</p> <p>6:30 - 7:00 - Mingle and Eat<br/>7:00 - 7:15 - Intros and Announcements<br/>7:15 - 8:30 - Presentation, Q&amp;A<br/>8:30ish - Data Drinks (TBD)</p>","Statistical Programming DC","What has Kaggle learned from 2+ million models?",1452814200000
"58",1,2,0,0,"<p>Please join us <b>Tuesday, January 19th, 2016</b> as we discuss Intrusion Detection Systems, Intrusion Prevention Systems, and firewalls and their different types. We will also give a demo of Snort, an open source IDS/IPS system. </p> <p>Do you have any favorite IDS/IPS/Firewalls that you use? Share them with us!</p> <p>We look forward to seeing you soon! </p> <p><b>Keynote Speaker(s)</b>:<br/><b>Ankit Agarwal</b> has a MS in Computer Engineering and is currently working as a senior software engineer with more than 10 years of experience in the IT industry. He has worked in several different domains including corporate networks, databases, automobiles and finance. Ankit can be reached at [masked] </p> <p><b>Tyrone E. Wilson</b> is a cybersecurity expert with 16 years of experience in information technology and systems configuration, including information systems and network security. Wilson also has extensive knowledge in computer network defense, vulnerability assessments, cyber threat analysis, and incident response. </p> <p>As the Principal Security Engineer at Fortalice Solutions, Wilson is responsible for leading security assessments, developing advanced security scenarios, and testing systems against said scenarios. Additionally, he is responsible for developing advanced security architectures for the implementation of custom countermeasures, performing advanced code analysis, and performing advanced protocol analysis for Nation-state and State-sponsored cyber threat actor capabilities. </p> <p>Aside from joining Fortalice, Wilson is the Founder and CEO of Cover6 Solutions, LLC; which teaches companies and professionals aspects of cyber security, penetration testing, and IPv6. </p> <p><b>Linkedin</b>: Tyrone E. Wilson - <a href=""https://www.linkedin.com/in/tyroneewilson"" class=""linkified"">https://www.linkedin.com/in/tyroneewilson</a></p> <p><b>Meetup Location:</b><br/>Crystal City Hilton<br/>2399 Jefferson Davis Highway<br/>Arlington, VA 22202</p> <p><b>Meetup Sponsorship</b>: With over 2,000 members, our group is full of Information Security professionals enthusiastic about staying abreast to new trends and changes in the industry. The Meetup group also allows vendors and speakers a chance to promote their products or themselves, while giving our members a chance to receive training in addition to potential member discounts to conferences and various gatherings. </p> <p><b>Parking</b>: Free parking is available at[masked]th St., Arlington, VA 22202. Use the Crystal City Shops tunnel to get to the hotel.</p> <p>We constantly search for new locations and innovative discussion topics. Feel free to send us any and all suggestions. Cover6 Solutions is dedicated to bringing you the finest training possible. </p> <p>The D.C. Cyber Security Professionals Meetup group is our way of giving back to the community. All efforts made to help us continue our movement are greatly appreciated. We rely on member contributions to cover our costs and make this community great! </p> <p>V/r </p> <p>The Cover6 Solutions Team </p> <p><b>Email</b>: [masked] <br/><b>Facebook</b>: <a href=""https://www.facebook.com/dccyberwarriors"" class=""linkified"">https://www.facebook.com/dccyberwarriors</a><br/><b>Twitter</b>: <a href=""https://twitter.com/dccyberwarriors"" class=""linkified"">https://twitter.com/dccyberwarriors</a><br/><b>Web</b>: <a href=""http://www.cover6solutions.com/meetup/"" class=""linkified"">http://www.cover6solutions.com/meetup/</a><br/><b>Donations</b>: <a href=""http://mkt.com/cover6"" class=""linkified"">http://mkt.com/cover6</a></p> <p>#C6S @DCCyberWarriors #DCMeetup1602</p>","D.C. Cyber Security Professionals","DCMeetup1602 - Intro to IDS/IPS & Host Based Firewalls",1453244400000
"59",1,1,0,0,"<p>For our ""official"" January event, <a href=""http://bit.ly/seandavis"">Sean Davis,</a> researcher at National Cancer Institute, part of NIH, will be talking about Bioconductor.</p> <p><a href=""http://bioconductor.org"">Bioconductor</a> is a grant-funded open source software development project focused on the analysis and comprehension of biological data, particularly those captured using new high-throughput instruments that generate large, genomic data sets.  Written in R, the project has over 1000 contributed packages, more than 50k downloads per month, a support forum with thousands of members, and an active developer community of several hundred.  Built around the concepts of reproducibility, version control, documentation, software reuse and interoperability, the project has continued to grow in both popularity and capability.  In addition to describing the project, I will give short code examples that highlight how functionality and some key aspects of the software design.""</p> <p><a href=""https://support.bioconductor.org/""><a href=""https://support.bioconductor.org/"" class=""linkified"">https://support.bioconductor.org/</a></a><br/><a href=""https://github.com/bioconductor/""><a href=""https://github.com/bioconductor/"" class=""linkified"">https://github.com/bioconductor/</a></a><br/><a href=""https://twitter.com/seandavis12""><a href=""https://twitter.com/seandavis12"" class=""linkified"">https://twitter.com/seandavis12</a></a></p> <p>Agenda:</p> <p>6:30 - 7:00 Mingle &amp; eat and meet new people!<br/>7:00 - 7:15 Intros and announcements<br/>7:15 - 8:30ish Presentation/Q&amp;A<br/>then off to Data Drinks!</p>","Statistical Programming DC","R/Bioconductor",1453246200000
"60",1,5,0,0,"<p>Food &amp; Drinks: 6:00pm<br/>Talks being at 6:30pm</p> <p>Five 10 minute lightning talks discussing ""What I learned at RubyConf"".</p> <p>Aaron Franssell, Jason Blalock, Jason Witter, Evan Botello, and Drew Bailey will discuss an interesting topic that they learned while attending RubyConf.</p> <p>Topics will range from testing tricks for your code, MRI's global interpreter lock (GIL), Ruby methods, feature toggling your code, etc.</p> <p>Among the presentations being discussed:</p> <p>How to Stop Hating your Test Suite<br/>Your app is a unique snowflake. Your tests are too… but they shouldn't be!</p> <p>Years helping teams write better tests has taught me one thing: consistency is crucial. Inconsistent tests slow teams down, wasting time to understand how each test works. Deciding on conventions—even arbitrary ones—can prevent tremendous pain later.</p> <p>This talk will introduce a ready-to-fork Test Style Guide of carefully-considered rules and templates for Rubyists. You can customize it to fit your preferred tools, too. Soon, you'll be on your way to having more consistent tests that are much more fun to maintain!</p> <p>---</p> <p>Everything You Know About the GIL is Wrong<br/>When a Rubyist hears ""concurrency"" they usually Google Elixir, Go, or even Node.js. Turns out, Ruby can be great for concurrency! The Global Interpreter Lock (GIL) does NOT prevent Ruby programs from performing concurrently. In this presentation we'll discuss the true meaning of concurrency, explore the inner-workings of the GIL, and gain a deeper understanding of how the GIL effects concurrent programs. Along the way we'll write a bunch of concurrent Ruby code, run it on multiple interpreters, and compare the results.</p> <p>----</p> <p>A Tale of Two Feature Flags<br/>It was the best of times, it was the worst of times. Feature flags are a quick win for development teams seeking a way to more rapidly release software but can create unexpected technical complexity.</p> <p>Join us for a comparison of the life-cycles of two seemingly similar feature flags. We'll discuss the challenges teams often face when implementing them, as well as strategies to avoid these issues and deliver software quickly and reliably.</p>","Tech Talk DC","RubyConf Lightning Talks",1453330800000
"61",1,1,0,0,"<p>Speaker: Michael Kalish</p> <p>Title: Introduction to using Reactive Extensions in  Angular 1</p> <p>Description: This talk will briefly cover the history of reactive extensions as well as a high level overview of what ""reactive programming"" means and the motivations behind it.  After taking a look at the basic API behind Reactive extensions, we'll then walk through coding a simple game in Angular1 using RxJS and the angular RxJs bindings.</p> <p>***********************************************************</p> <p><br/>Directions: Learning Objects is located on top of the North DuPont Metro exit (Red Line); exit towards Q St.</p> <p>There are a number of parking structures in the area. We recommend 11 Dupont Circle NW. Parking is $12/flat, open until 11pm, and a quick 3 minute walk to the entrance of our building.</p> <p>Enter the building through the main door facing Connecticut, then take the elevator to the second floor.</p> <p>We have a callbox to let people up to the second floor; our stairwell is off limits to everyone. Please try to arrive no later than 6:45pm to minimize disruptions.</p> <p>***********************************************************</p> <p>Schedule:</p> <p>6:30 - 7:00 Refreshments</p> <p>7:00 - 7:15 Intro &amp; Announcements</p> <p>7:15 - 8:15 Presentation</p> <p>8:15 - end &amp; socialize!</p> <p>***********************************************************</p> <p>Social: Be sure to tweet @diffengine #AngularJSDC</p>","AngularJS DC","Introduction to using Reactive Extensions in Angular 1",1453332600000
"62",1,1,0,0,"<p><b>Presenter:</b> Matthew Chase Whittemore <a href=""https://twitter.com/mcwhittemore"">@mcwhittemore</a></p> <p>So often we talk about programing as putting pieces together. We use words like ""engineering"" to imply that we have solid plans and scientific reasons for doing what we do.</p> <p>Nine months ago I got really burned out, in part because of this kind of thinking. I'm not a planner, I'm a doer, and so I started just smashing pixels together. The result was more like science than anything I'd done before, but calming and therapeutic, like art.</p> <p><br/>In this talk I'll cover a bit of what I did (the art) and theorize on why we should do it more (the science).</p> <p>And we'll see the results.</p> <p><img src=""https://cloud.githubusercontent.com/assets/357481/12097606/7511f054-b2ea-11e5-85c0-0bdaeff47dca.png"" /></p> <p><b>Schedule:</b></p> <p>6:30 - Arrive, socialize, and eat</p> <p>7:00 - Talk begins</p> <p>Food and beverage graciously sponsored by <a href=""https://strongloop.com/"">StrongLoop</a></p>","node.dc","Pure Science or Artsy Fartsy",1.453419e+12
