"","applicable","male","female","nonBinary","desc","group","name","time"
"104",1,1,0,0,"<p>Join us on <b>Wednesday, April 27th, 2016</b> as we discuss Emerging Technology Solutions. The session will cover the various emerging technology trends in the public sector including Software Defined Data Center (SDCC) / Software Defined Networking (SDN), Third Platform Solutions, Biometric and Perimeter Security Solutions, Flash Based Storage Solutions, Converged Infrastructure, Internet of Everything (IoE), Advanced Pervasive Operational Analytics, Cognitive Computing, Healthcare Solutions &amp; Secure Telework Solutions. Attendees will learn the business drivers and key OEM offerings in this new solution space and how to best position ET solutions to the customers. Majority of the time will be spent on Operational Analytics, SDDC, and Healthcare Solutions. Attendees will also learn the type of job opportunities in the emerging technology space and how to obtain necessary skills to get a solid lucrative career in new emerging technologies. Focus OEM Partners: Cisco, Intel, HP, Splunk, Dell, Pure Storage, VMware, Symantec, Hitachi, NEC, Nutanix and several other ecosystem partners. </p> <p>Time permitting, the Cover6 Solutions’ Team will discuss additional tools used in the industry.</p> <p><b>Keynote Speaker(s): </b><br/><b>Mr. Prem Jadhwani</b> - Prem works as a Chief Executive Officer (CEO) &amp; Founder of Intellectual Point – a Reston VA based professional IT Training, Education &amp; Solutions Provider. He also serves as a Chief Technology Officer (CTO) for Government Acquisitions - an IT Solutions Provider &amp; Trusted Advisor to the Federal Government. His primary responsibilities include defining, developing and delivering professional, hands-on IT Trainings and Solutions in the areas of Cyber Security, Cloud Computing, Data Center, Networking, Big Data Analytics, Mobility, Internet of Everything and Emerging Technologies.</p> <p>Mr. Jadhwani possesses 20 years of experience working in the enterprise IT space with both commercial and Federal customers. He has a strong blend of technology and marketing background and has worked with a number of Technology and Software firms, including TIBCO Software, See Beyond Technology Corporation (now acquired by Sun/Oracle), Infogix Systems Inc., GTSI Corporation and Unicom Government Inc.</p> <p><b>Meetup Location:  </b><br/>RiverHouse Party Room<br/>1111 Army Navy Dr.<br/>Arlington, VA 22202<br/>Google Map: <a href=""https://goo.gl/maps/K1gkrZVXwCB2""><a href=""https://goo.gl/maps/K1gkrZVXwCB2"" class=""linkified"">https://goo.gl/maps/K1gkrZVXwCB2</a></a></p> <p>This meetup will be held on the Basement level, personnel will be onsite to assist.</p> <p><b>Agenda:<br/></b>6:00 - 6:15 Networking<br/>6:15 - 7:00 Presentation 1<br/>7:00 - 7:15 Networking<br/>7:15 - 8:00 Presentation 2<br/>8:00 - 8:30 Closing remarks, networking &amp; clean up</p> <p><b>Parking (Denison Parking): </b>Free parking is available at 850 Army Navy Dr., Arlington, VA 22202.<br/>Google Map: <a href=""https://goo.gl/maps/bHAK4oU1tMu""><a href=""https://goo.gl/maps/bHAK4oU1tMu"" class=""linkified"">https://goo.gl/maps/bHAK4oU1tMu</a></a></p> <p>The D.C. Cyber Security Professionals Meetup group is our way of giving back to the community. All efforts made to help us continue our movement are greatly appreciated. We rely on member contributions to cover our costs and make this community great! </p> <p>V/r </p> <p>The Cover6 Solutions Team</p> <p><b>Email: </b>[masked] <br/><b>Facebook:</b> <a href=""https://www.facebook.com/dccyberwarriors"" class=""linkified"">https://www.facebook.com/dccyberwarriors</a><br/><b>Twitter:</b> <a href=""https://twitter.com/dccyberwarriors"" class=""linkified"">https://twitter.com/dccyberwarriors</a><br/><b>Web:</b> <a href=""http://www.cover6solutions.com/meetup/"" class=""linkified"">http://www.cover6solutions.com/meetup/</a><br/><b>Donations:</b> <a href=""http://mkt.com/cover6"" class=""linkified"">http://mkt.com/cover6</a><br/>#C6S @DCCyberWarriors #DCMeetup1608</p>","D.C. Cyber Security Professionals","DCMeetup1608 - Emerging Technology Solutions / Scanning & Enumeration",1461794400000
"105",1,1,0,0,"<p>Join us on Wednesday, April 27th for a joint event with <a href=""http://www.meetup.com/DC-NLP/"">DCNLP</a>. </p> <p><br/>6:30 - 7:00 Food, drinks and meet new people <br/>7:00 - 7:15 Intros and announcements <br/>7:15 - 8:30 Presentation, Q&amp;A <br/>8:30ish Off to the bar</p> <p><br/><b>Abstract:</b></p> <p><a href=""https://cran.r-project.org/web/packages/textmineR/index.html"">textmineR</a> introduces a framework for natural language processing (NLP) in R that improves upon current NLP frameworks available in R. Specifically, textmineR has a syntax that is more intuitive to experienced R users. It uses objects, methods, and functions that behave like regular R dense matrices. This lowers the barrier to beginning statistical analyses of language to statisticians and other data professionals. </p> <p>The development version is <a href=""https://github.com/TommyJones/textmineR/tree/2.0"">here</a>.</p> <p><b>Bio:</b></p> <p>Tommy Jones is the director of data science at Impact Research, LLC. He holds an MS in mathematics and statistics from Georgetown University and a BA in economics from the College of William and Mary. He is a PhD student in the George Mason University Department of Computational and Data Sciences. He specializes in statistical models of language and time series modeling.</p> <p><a href=""http://www.twitter.com/thos_jones"">www.twitter.com/thos_jones</a></p>","Statistical Programming DC","textmineR - NLP with R",1461796200000
"106",1,1,0,0,"<p>For our May Data Science DC Meetup, we are excited to interact with the <a href=""http://healthdatapalooza.org/"">Health Datapalooza</a>! Aman Bhandari and Susan Bennett from Merck will join us to talk about big data opportunities in healthcare and the forces driving the creation of a new health data economy.</p> <p><br/>----------------------------</p> <p><br/>Sponsored by <b>Statistics.com</b> -- Learn new skills in Data Science, Analytics, and Statistics! Four-week online courses at all levels, world-class instructors, private discussion boards. <a href=""http://www.statistics.com/?utm_source=dsdc-meetup&amp;utm_medium=meetup&amp;utm_campaign=DSDC2016"">Save 30% with code DSDC2016</a> -- starting soon: biostatistics, predictive modeling, clinical trials, epidemiology, Bayesian, R, Python.</p> <p>----------------------------</p> <p><b>Agenda:</b></p> <p>• 6:30pm -- Networking, Empanadas, and Refreshments</p> <p>• 7:00pm -- Introduction, Announcements</p> <p>• 7:15pm -- Presentation and Discussion</p> <p>• 8:30pm -- Data Drinks (Tonic , 2036 G St NW)</p> <p><b>Abstract:</b></p> <p><b><i>What do an oil well,  a terrorist and a heart have in common? </i></b></p> <p>We live in a world where competitive or superior management of costs and risks is often the difference between profitability &amp; bankruptcy, or between life &amp; death. What does that mean for “smart data"" applications? Big Data contains noise and associated liabilities. We need “Smart Data” - filtering out the noise and holding onto valuable components and their interrelationships.</p> <p>We must also produce best practices that move us from merely identifying correlation to revealing meaningful causation. We need to leverage new data capabilities that hold a promise of improving speed, precision or accuracy, such as deep learning, semantic technologies, etc., which are themselves emerging technologies. In this session we will explore 3 case studies, their successful outcomes and in layman’s terms – a unique approach to producing ""Smart Data"" that holds a promise of better managing complex systems.</p> <p><b>Bios:</b></p> <p><br/><b>Aman Bhandari</b></p> <p>Aman is currently at Merck where he is building data science capabilities across the world. Prior to Merck, he worked on President Obama’s tech team at the White House, where he was responsible for health data and health IT initiatives and was on the core team that implemented the President’s  open data and innovation initiatives. Aman has worked extensively across corporate, academic and government settings and has advised data, tech and innovation initiatives from the World Bank, Harvard, Cornell, Ashoka Foundation, Knight News Foundation, SXSW and others. He holds a master’s degree in epidemiology and a doctorate in health systems research.</p> <p><b>Susan Bennett</b></p> <p>Susan's 20 years of business experience and executive management include practices in engineering, product development, sales &amp; marketing within the oil &amp; gas, telecommunications, agriculture and life science-healthcare industries. Having recently started to work for Merck, she is a member of an innovation team that leads a facet of the information technology strategic planning. Her commitment includes defining critical business questions and translating them into an analytics agenda. Prior to Merck, in December 2008 Susan co-founded CrossInnovation, LLC and was subsequently acquired by Accelerated Vision Group, LLC in March 2013. At those organizations, she led a talented team that successfully implemented a cognitive computing platform emanating from the US Intelligence community to solve business problems in retail, oil &amp; gas and healthcare. Susan earned a B.Sc. in Systems Design Engineering from University of Waterloo, Canada. She relocated to Overland Park, Kansas in 2002 when another start-up she was working for was acquired by Marconi (now Ericsson). She volunteers with Reaching Out From Within (ROFW), a non-profit that supports prisoner-led self-transformation.</p> <p><b>Sponsors:</b></p> <p>This event is sponsored by the <a href=""http://business.gwu.edu/programs/specialized-masters/m-s-in-business-analytics/academic-program/"">George Washington Business School MS in Business Analytics Program</a>, <a href=""http://bit.ly/12YljkP"">Statistics.com</a>, <a href=""http://datamininglab.com/"">Elder Research</a>, <a href=""https://www.boozallen.com/consulting/strategic-innovation/nextgen-analytics-data-science"">Booz Allen Hamilton</a>, <a href=""http://engineering.aol.com/"">AOL</a>, and <a href=""http://datasociety.co/kickstarter"">Data Society</a>. (Would your organization like to sponsor too? Please get in touch!) </p>","Data Science DC","Big Data Opportunities in Healthcare",1.462833e+12
"107",1,2,0,0,"<p>Another month, another new venue! This time, we're meeting in a space generously provided by Comcast, near the McPherson Sq &amp; Farragut North metro stations. They're also sponsoring food for the event - many thanks to Comcast! </p> <p>We've got two great speakers on the lineup this month, both of whom will be giving presentations on speech-based systems.</p> <p><b><a href=""https://www.linkedin.com/in/sagarvikrant"">Vikrant Sagar</a></b> completed a Masters in Computer Science at the University ​o​f Florida in 2013, and is now an NLP Engineer at <a href=""http://dclabs.comcast.com/research/"">Comcast Labs</a> in downtown Washington, DC. Comcast Labs' NLP group is developing applications around the <b>voice-enabled TV remote</b>, which is part of the new X1 Entertainment System. Vikrant's presentation will discuss the kinds of NLP problems being worked on by the team at Comcast Labs.</p> <p><b><a href=""https://www.linkedin.com/in/snovotney"">Scott Novotney</a></b> has a PhD in Computer Science from Johns Hopkins and works as a Scientist at <a href=""http://www.bbn.com/"">Raytheon BBN Technologies</a> on multiple DARPA projects. His presentation is entitled <b>Cheap, Fast and Good Enough: Transcribing Speech with Mechanical Turk:</b><br/><i>Historical estimates of human transcription of conversational speech require at a minimum of 10 hours of effort per hour. These costs quickly multiply when the number of transcribers who have access to sensitive data, such as medical records, becomes limited. In this talk, we engage non-expert transcribers who are given minimal instructions to bootstrap an automatic speech recognition system. With transcription costs of only five dollars per hour of data, the transcribers have an error rate of 25%. Nonetheless, when this data is used to train a statistical model, the gap between on-experts and professionals disappears. We then show how non-experts can be used to rank other non-expert transcribers without requiring any gold standard data.</i></p> <p>************************</p> <p>We'll gather starting at 6:30pm at <a href=""http://dclabs.comcast.com/"">Comcast Labs</a> - someone will greet you outside and let you into the building. Introductions &amp; announcements will start around 7:00pm, and presentations will begin at 7:30pm. Afterwards, there will be plenty of time for follow-up questions, networking, and more.</p> <p>DC NLP meets each month to network, socialize, and learn about the interesting work folks are doing in natural language processing, computational linguistics, text analytics, and more.</p> <p>Do you have something you'd like to share with the group? Let us know! We're always looking for speakers to give talks at future meetups, and don't forget to follow <a href=""https://twitter.com/DCNLP/"">@DCNLP</a> on Twitter!</p>","DC Natural Language Processing","May: the Power of Speech",1462919400000
"108",1,1,0,0,"<p><b>Come and join us for our May talk about the Jinja2 template engine with <a href=""https://twitter.com/necaris"">Rami Chowdhury</a>!</b> As the default template engine for <a href=""http://flask.pocoo.org/"">Flask</a>, I know <a href=""http://jinja.pocoo.org/docs/dev/"">Jinja2</a> has seen more than its fair share of use from many of us. But how many of us have gone beyond the examples, or really explored Jinja2’s flexibility?</p> <p>In this talk we’ll look through some of the less-commonly-seen corners of Jinja2 — the context, the bytecode cache, the sandbox environment, and extensions.</p> <p>We’ll then look at how all these features work — what actually happens, at a low level, when a template is rendered making use of of all these features.</p> <p><b>Agenda:</b></p> <p>• 6:30-7:00pm - Arrive, catch up, and eat (courtesy surprise sponsor CCG)</p> <p>• 7:00-7:10pm - Announcements</p> <p>• 7:10-8:00pm - Talk + Q&amp;A</p> <p>• 8:00-8:15pm - Wrap-up</p> <p>• 8:15pm - Migrate to a nearby bar</p>","Django District, etc.™","Jinja2: Under the Hood with Rami Chowdhury",1462919400000
"109",1,2,0,0,"<p>Join us on <b>Wednesday, May 11th, 2016</b> as we discuss various scanning and enumeration techniques and tools. Please bring a laptop if you are interested in following along. </p> <p><b>Keynote Speaker(s):  <br/></b><b>Mr. Wilfredo Hernandez</b> - an experienced Information Security Analyst, has over 10 Years of Information Technology experience. He is currently working on his Computer and Network Security degree from University of Maryland University College. Wilfredo has been a member of the Cover6 Solutions team since December 2014. He works with Silent Circle as a Helpdesk Manager/System Administrator with many hats and can be reached at [masked].<br/>• <b>LinkedIn</b> -<a href=""https://www.linkedin.com/in/andrewmcnicol""> </a><a href=""https://www.linkedin.com/in/wilfredolora""><a href=""https://www.linkedin.com/in/wilfredolora"" class=""linkified"">https://www.linkedin.com/in/wilfredolora</a></a></p> <p><b>Mr. Tyrone E. Wilson</b> - is a cybersecurity expert with 18 years of experience in information technology and systems configuration, including information systems and network security. Wilson also has extensive knowledge in computer network defense, vulnerability assessments, cyber threat analysis, and incident response. As a former cybersecurity analyst for the United States Army, Wilson developed security structures to ensure American intelligence systems were protected from foreign threats. Wilson is the Founder and CEO of Cover6 Solutions, LLC; which teaches companies and professionals aspects of information security, penetration testing, and IPv6.  <br/>• <b>LinkedIn</b> - <a href=""https://www.linkedin.com/in/tyroneewilson""><a href=""https://www.linkedin.com/in/tyroneewilson"" class=""linkified"">https://www.linkedin.com/in/tyroneewilson</a></a></p> <p><b>Meetup Location: </b><br/>RiverHouse Party Room<br/>1111 Army Navy Dr.<br/>Arlington, VA 22202<br/>Google Map: <a href=""https://goo.gl/maps/K1gkrZVXwCB2"" class=""linkified"">https://goo.gl/maps/K1gkrZVXwCB2</a></p> <p>This meetup will be held on the Basement level, personnel will be onsite to assist.</p> <p><b>Agenda:</b><br/>6:00 - 6:15 Networking<br/>6:15 - 7:00 Presentation 1<br/>7:00 - 7:15 Networking<br/>7:15 - 8:00 Presentation 2<br/>8:00 - 8:30 Closing remarks, networking &amp; clean up</p> <p><b>Parking (Denison Parking):</b> Free parking is available at 850 Army Navy Dr., Arlington, VA 22202.<br/>Google Map: <a href=""https://goo.gl/maps/bHAK4oU1tMu"" class=""linkified"">https://goo.gl/maps/bHAK4oU1tMu</a></p> <p><b>Meetup Sponsorship: </b>With over 2,700 members, our group is full of Information Security professionals enthusiastic about staying abreast to new trends and changes in the industry. The Meetup group also allows vendors and speakers a chance to promote their products or themselves, while giving our members a chance to receive training in addition to potential member discounts to conferences and various gatherings.</p> <p><br/>The D.C. Cyber Security Professionals Meetup group is our way of giving back to the community. All efforts made to help us continue our movement are greatly appreciated. We rely on member contributions to cover our costs and make this community great! </p> <p>V/r </p> <p>The Cover6 Solutions Team </p> <p><b>Email:</b> [masked]<br/><b>Facebook:</b> <a href=""https://www.facebook.com/dccyberwarriors"" class=""linkified"">https://www.facebook.com/dccyberwarriors</a><br/><b>Twitter:</b> <a href=""https://twitter.com/dccyberwarriors"" class=""linkified"">https://twitter.com/dccyberwarriors</a><br/><b>Web:</b> <a href=""http://www.cover6solutions.com/meetup/"" class=""linkified"">http://www.cover6solutions.com/meetup/</a><br/><b>Contributions:</b> [masked] (Paypal)<br/>#C6S @DCCyberWarriors #DCMeetup1609</p>","D.C. Cyber Security Professionals","DCMeetup1609 - Scanning & Enumeration",1.463004e+12
"110",1,1,0,0,"<p>The United States Patent Office has been trying to innovate and replace closed systems with systems built on open or open source technologies. One of the current challenges has been to create a new patent search for examiners. The challenge is not only to make patents for the united states available to the examiners, but eventually all of the patent organizations around the world. </p> <p>Examiners have a lot of domain knowledge and the way they query the current system must be maintained. It's a little more complicated than boolean queries, and less complicated than natural language search. Rahul will talk about his experience in working on and improving a system built on Java, Scala, Cassandra, Spark, SolR, Dojo, jQuery UI. The goal is for you to understand how large scale organizations deal with changing technology and some business and technology take aways. </p> <p><br/><b>Our Speaker</b></p> <p>Rahul Singh is a technology minded business person and a business minded technologist. As CEO of a company devoted to solving the most difficult problems in streamlining, organizing, and unifying business information, he is responsible for training the team, overseeing and creating technology with the research and development team, and fostering client and service partner relationships. </p> <p>Although he’s programmed in over 30 computer languages and has worked with numerous platforms, frameworks, and libraries across all major internet software systems, he likes to spend his time sharpening his skills in information retrieval (search), knowledge management, business information systems, and machine learning to come up with ideas for a smarter, more modern enterprise.</p>","Data Wranglers DC","Leveraging Big Data Technologies at the Government : Patent Information",1463005800000
"111",1,3,0,0,"<p>Food + Drinks: 6pm</p> <p>Talks: ~6:45pm</p> <p>Topics include: </p> <p><br/>- TypeScript &amp; VS Code</p> <p>- .NET Core vs. .NET Framework</p> <p>- Windows on Devices: How Microsoft is embracing IoT and what it means for cross-platform .NET development</p> <p>- Cross Platform Mobile Development with Xamarin</p> <p>


Talks by:</p> <p><br/>- Wyn Van Devanter, <a href=""https://github.com/Wyntuition"" class=""linkified"">https://github.com/Wyntuition</a>, <a href=""http://linkedin.com/in/wyntuition""><a href=""http://linkedin.com/in/wyntuition"" class=""linkified"">http://linkedin.com/in/wyntuition</a></a>, @wynv</p> <p>- Doguhan Uluca, <a href=""https://github.com/duluca"" class=""linkified"">https://github.com/duluca</a>, <a href=""http://www.techtalkdc.com/person/doguhan-uluca/"" class=""linkified"">http://www.techtalkdc.com/person/doguhan-uluca/</a>, @duluca</p> <p>- Pat Leong, voted ""Most likely to get stuck in a trashcan"" in high school is a Senior Consultant and .NET developer for Excella Consulting. He fancies many things including shiny objects, web application security, and Simpsons trivia. A highly skilled martial artist; his main focuses are on development best practices and agile software development. @thepatleong</p> <p>- Seth Puckett, <a href=""https://github.com/sethpuckett""><a href=""https://github.com/sethpuckett"" class=""linkified"">https://github.com/sethpuckett</a></a>, <a href=""https://www.linkedin.com/in/sethpuckett""><a href=""https://www.linkedin.com/in/sethpuckett"" class=""linkified"">https://www.linkedin.com/in/sethpuckett</a></a>, @sethpucket</p>","Tech Talk DC","//Build ⚡ Talks: Xamarin, .Net Core, TypeScript, VS Code and IoT",1463608800000
"112",1,1,0,0,"<p>Chris Niemira from AOL will cover the OWASP top-ten through real, interactive exploits! Make sure to bring your laptop!</p> <p>


Intro to Web Hacking is a hands-on web application security training that shows you how to exploit the <a href=""https://www.owasp.org/"">OWASP</a> <a href=""https://www.owasp.org/index.php/Category:OWASP_Top_Ten_Project"">Top Ten security flaws</a>. You will learn how hackers attack vulnerable web sites and you will put your new skills to the test in ten fun and challenging lab exercises. This class requires a working knowledge of HTTP and HTML, and is for anyone interested in knowing how web sites get attacked, and what can be done to mitigate the threat.</p>","DC PHP Developer's Community","Main Meetup - Intro to Web Hacking by Chris Niemira",1463610600000
"113",1,1,0,0,"<p><b>Abstract:</b></p> <p>Object-oriented programming (OOP) has been a staple in the JS community for a long time. But this is a farce - there is another way! You should be focusing on highly composable, independent entities rather than highly coupled, hierarchical based monstrosities.</p> <p>For those concerned about this being an opinionated talk - you're absolutely right! But that's the beauty of it. I like to think that we're a community of independent thinkers with different experiences. Don't worry, this isn't a rant against OOP and classes. I have thoughtful, rational arguments here. I'll be sure to have a disclaimer to tell folks these are my opinions. But if you're looking for more of an instructional talk that more or less re-hashes a JS text book this isn't the talk you want!</p> <p><b>Presenter:</b> <a href=""https://twitter.com/recursivefunk"">Johnny Ray Austin</a></p> <p>Members of the NodeDC community are expected to adhere to our <a href=""https://github.com/NodeDC/CodeOfConduct"">Code of Conduct</a>.</p> <p>Thanks to our sponsors: <a href=""https://www.socialtables.com/"">Social Tables</a> for hosting and <a href=""https://strongloop.com/"">StrongLoop</a> for food and beverage!</p>","node.dc","Composition Over Inheritance",1.463697e+12
"114",1,2,0,0,"<p><b>Spark Streaming and the Internet of Things</b></p> <p>The Internet of Things (IoT) is connecting billions of devices. This talk shares how to use the Apache Spark ecosystem to harness IoT data to build practical solutions: Spark Streaming for near-real-time ingestion and complex event processing, SparkSQL for analytics and feature extraction for machine learning. All tied to results that save companies millions of dollars by preventing theft, identifying waste and using predictive analytics to improve efficiency.</p> <p>We’ll share lessons learned from using Spark, Kafka, Cassandra, Hadoop and Parquet in 24x7, always-on environments for over two years, to process data from billions of dollars of “things in motion”.  Examples include: managing ingestion of highly heterogeneous data flows, real-time cleansing of streaming data sets, solving the “small files” problem or streaming analytics, and true savings obtained combining technologies like Apache Parquet with SparkSQL.</p> <p> <b>Bios:</b></p> <p><i>Jim Haughwout</i></p> <p>Chief Architect and VP of Software at Savi Technology</p> <p>Jim’s passion is using data to enable people to discover new items of interest, do things they have never been able to do before and overcome unsolvable problems. He has several open and classified patents in real-time analytics and has briefed regulators on the use of real-time data to produce beneficial analytic outcomes. For the last decade, he has been leading technology and software at various startups in the Boston, London and US Southeast ecosystems. Before that he led Architecture &amp; Core Systems at AOL and Enterprise Technology Programs at Amgen. He is a graduate of MIT and Harvard University.</p> <p><i>Anderson Osagie</i></p> <p>Sr. Big Data Engineer/Architect and MetiStream Spark Trainer</p> <p>Anderson has a successful track record of implementing Big Data projects and has specifically deployed many Spark solutions into production.  He is a streaming expert who understands the end-to-end data pipeline and the nuances of batch and streaming integration.  He has written and administered Spark jobs processing over ~10TB/day of streaming security data.  His expertise includes Kafka, Spark and other Hadoop and NoSQL technologies.  As a MetiStream Spark instructor, Anderson has trained hundreds of students on advanced topics of Spark.  He is a Databricks Certified Spark Developer, holds a Masters in Computer and Information Technology from University of Pennsylvania and B.S. in Information Systems from University of Maryland and B.S. in Aerospace Engineering from Pennsylvania State University.  Anderson started coding at a young age and is fluent in many languages including Scala, Java and Python.</p>","Washington DC Area Apache Spark Interactive","Spark Streaming and the Internet of Things",1464127200000
"115",1,2,0,0,"<p>Join us on <b>Wednesday, May 25th, 2016</b> as we discuss Emerging Technology Solutions with Graphistry, Inc. We will also discuss scanning and enumeration tools and techniques. For those who would like to have additional hands-on time, we will have a mobile lab in place for you to practice techniques you are already familiar with.</p> <p>To protect all our connected devices and software, security teams must now “assume breach,” putting resources into response and recovery. This has required organizations to rethink their end-to-end data pipelines. The SIEM side has been successful in aggregating alerts from across vendors, but the visual analytics tier still largely derives from the dashboard tools of 30 years ago. Visual tools have not kept pace with the increase in data, so we have lost situational awareness.</p> <p>Graphistry has been scaling visual analytics by using GPU clusters. We will demonstrate previously impossible ways of understanding and exploring millions of security alerts. For example, we will show how Graphistry’s scaled-up network diagrams helped quickly understand and navigate hundreds of millions daily alerts. In another example, as an individual alert is a symptom of a greater attack, we will show how this enables us to quickly pivot and expand the context to diagnose what else happened before and after an alert, and thereby guide subsequent remediations. Finally, as part of security’s shift into the data era, we will showcase how Graphistry uses Jupyter/IPython Notebooks with Python and Spark to create shareable forensic analyses that combine code and interactive visualizations.</p> <p><b>Keynote Speakers:</b><br/>Leo Meyerovich &amp; Thibaud Hottelier, Graphistry, Inc</p> <p><b>Linkedin:</b><br/><a href=""https://www.linkedin.com/in/leo-meyerovich-09649219"" class=""linkified"">https://www.linkedin.com/in/leo-meyerovich-09649219</a><br/><a href=""https://www.linkedin.com/in/thibaudhottelier"" class=""linkified"">https://www.linkedin.com/in/thibaudhottelier</a></p> <p><br/><b>Twitter:</b><br/>@graphistry<br/>@lmeyerov</p> <p><b>Meetup Location: </b><br/>RiverHouse Party Room<br/>1111 Army Navy Dr.<br/>Arlington, VA 22202<br/>Google Map: <a href=""https://goo.gl/maps/K1gkrZVXwCB2"" class=""linkified"">https://goo.gl/maps/K1gkrZVXwCB2</a></p> <p>This meetup will be held on the Basement level, personnel will be onsite to assist.</p> <p><b>Agenda:</b><br/>6:00 - 6:15 Networking<br/>6:15 - 7:00 Presentation 1<br/>7:00 - 7:15 Networking<br/>7:15 - 8:00 Presentation 2<br/>8:00 - 8:30 Closing remarks, networking &amp; clean up</p> <p><b>Parking (Denison Parking):</b> Free parking is available at 850 Army Navy Dr., Arlington, VA 22202.<br/>Google Map: <a href=""https://goo.gl/maps/bHAK4oU1tMu"" class=""linkified"">https://goo.gl/maps/bHAK4oU1tMu</a></p> <p><b>Meetup Sponsorship: </b>With nearly 3,000 members, our group is full of Information Security professionals enthusiastic about staying abreast to new trends and changes in the industry. The Meetup group also allows vendors and speakers a chance to promote their products or themselves, while giving our members a chance to receive training in addition to potential member discounts to conferences and various gatherings. </p> <p>The D.C. Cyber Security Professionals Meetup group is our way of giving back to the community. All efforts made to help us continue our movement are greatly appreciated. We rely on member contributions to cover our costs and make this community great! </p> <p>V/r </p> <p>The Cover6 Solutions Team </p> <p><b>Email:</b> [masked]<br/><b>Facebook:</b> <a href=""https://www.facebook.com/dccyberwarriors"" class=""linkified"">https://www.facebook.com/dccyberwarriors</a><br/><b>Twitter:</b> <a href=""https://twitter.com/dccyberwarriors"" class=""linkified"">https://twitter.com/dccyberwarriors</a><br/><b>Web:</b> <a href=""http://www.cover6solutions.com/meetup/"" class=""linkified"">http://www.cover6solutions.com/meetup/</a><br/><b>Contributions:</b> <a href=""http://mkt.com/cover6"" class=""linkified"">http://mkt.com/cover6</a><br/>#C6S @DCCyberWarriors #DCMeetup1610</p>","D.C. Cyber Security Professionals","DCMeetup1610 - Emerging Technology Solutions / Scanning & Enumeration",1464213600000
"116",1,2,0,0,"<p>Join us on <b>Wednesday, June 8th, 2016</b> as we discuss additional scanning and enumeration techniques and tools. Time permitting, we will also discuss some exploitation techniques. This meetup is part of the Cover6 Pentester Prep Workshop and will prepare you for our upcoming CTF. Please bring a laptop if you are interested in following along with the hands-on training. </p> <p><b>Keynote Speaker(s): </b><br/><b>Mr. Wilfredo Hernandez</b> - an experienced Information Security Analyst, has over 10 Years of Information Technology experience. He is currently working on his Computer and Network Security degree from University of Maryland University College. Wilfredo has been a member of the Cover6 Solutions team since December 2014. He works with many hats and can be reached at [masked].<br/>• <b>LinkedIn</b> - <a href=""https://www.linkedin.com/in/wilfredolora"" class=""linkified"">https://www.linkedin.com/in/wilfredolora</a></p> <p><b>Mr. Tyrone E. Wilson</b> - is a Information Security professional with 18 years of experience in information technology and systems configuration, including information systems and network security. Wilson also has extensive knowledge in computer network defense, vulnerability assessments, cyber threat analysis, and incident response. As a former cybersecurity analyst for the United States Army, Wilson developed security structures to ensure American intelligence systems were protected from foreign threats. Wilson is the Founder and CEO of Cover6 Solutions, LLC; which teaches companies and professionals aspects of information security, penetration testing, and IPv6.<br/>• <b>LinkedIn</b> - <a href=""https://www.linkedin.com/in/tyroneewilson"" class=""linkified"">https://www.linkedin.com/in/tyroneewilson</a></p> <p><b>Meetup Location: </b><br/>RiverHouse Party Room<br/>1111 Army Navy Dr.<br/>Arlington, VA 22202<br/>Google Map: <a href=""https://goo.gl/maps/K1gkrZVXwCB2"" class=""linkified"">https://goo.gl/maps/K1gkrZVXwCB2</a></p> <p>This meetup will be held on the Basement level, personnel will be onsite to assist.</p> <p><b>Agenda: </b><br/>6:00 - 6:15 Networking<br/>6:15 - 7:00 Presentation 1<br/>7:00 - 7:15 Networking<br/>7:15 - 8:00 Presentation 2<br/>8:00 - 8:30 Closing remarks, networking &amp; clean up</p> <p><b>Parking (Denison Parking):</b> Free parking is available at 850 Army Navy Dr., Arlington, VA 22202.<br/>Google Map: <a href=""https://goo.gl/maps/bHAK4oU1tMu"" class=""linkified"">https://goo.gl/maps/bHAK4oU1tMu</a></p> <p><b>Meetup Sponsorship:</b> <br/>With over 2,700 members, our group is full of Information Security professionals enthusiastic about staying abreast to new trends and changes in the industry. As a sponsor, not only will you have the opportunity to reach the Meetup community but all of our social media outlets are used to promote you and your business. </p> <p>The D.C. Cyber Security Professionals Meetup group is our way of giving back to the community. All efforts made to help us continue our movement are greatly appreciated. We rely on member contributions to cover our costs as well as provide members discounts on training, books and conferences. We strive to continue to make this community great! </p> <p>V/r </p> <p>The Cover6 Solutions Team</p> <p><br/><b>Email:</b> [masked] <br/><b>Facebook:</b> <a href=""https://www.facebook.com/dccyberwarriors"" class=""linkified"">https://www.facebook.com/dccyberwarriors</a><br/><b>Twitter:</b> <a href=""https://twitter.com/dccyberwarriors"" class=""linkified"">https://twitter.com/dccyberwarriors</a><br/><b>Web:</b> <a href=""http://www.cover6solutions.com/meetup/"" class=""linkified"">http://www.cover6solutions.com/meetup/</a><br/><b>Contribute:</b> [masked] (Paypal) <br/>#C6S @DCCyberWarriors #DCMeetup1611</p> <p><i>""Obsessed with Developing Solutions to Cover your 6!</i></p>","D.C. Cyber Security Professionals","DCMeetup1611 - Scanning & Enumeration (Part 2)",1465423200000
